,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
236,N82222,1,R22,1500,LZU,Green,NO,Lawrenceville,Georgia,1,10-02-23 1:13,Tuesday,FALSE
237,ASH2829,1,CRJ2,7000,PHX,Green,NO,Phoenix,Arizona,1,10-02-23 1:39,Tuesday,FALSE
238,C2128,1,FA20,1500,HST,Green,NO,Homestead,Florida,1,10-02-23 1:43,Tuesday,FALSE
239,EGF3048,1,E135,7000,SAN,Green,NO,San Diego,California,5,10-02-24 5:00,Wednesday,FALSE
240,SGB700,1,B732,2000,MIA,Green ,NO,Miami,Florida,5,10-02-24 5:25,Wednesday,FALSE
241,ASA706,1,B738,5000,SMO,Green,NO,Santa Monica,California,5,10-02-24 5:36,Wednesday,FALSE
242,USC721,1,BE58,4000,ONT,Green,NO,Ontario,California,7,10-02-24 7:09,Wednesday,FALSE
243,ASQ303A,1,CRJ2,5000,GRK,Green,NO,"Fort Hood, Killeen",Texas,3,10-02-24 3:24,Wednesday,FALSE
244,ASQ5152,1,CRJ2,4000,IRQ,Green,NO,Colliers ,South Carolina,0,10-02-25 0:37,Thursday,FALSE
245,C2102,1,HU25,UNKN,HST,Green,NO,Homestead,Florida,23,10-02-25 23:57,Thursday,FALSE
246,FFT268,1,A318,2000,SNA,Green,NO,Santa Ana,California,3,10-02-26 3:20,Friday,FALSE
247,METRO5,1,UH60,2500,LAS,Green,NO,Las Vegas,Nevada,4,10-02-26 4:45,Friday,FALSE
248,QXE623,1,CRJ7,6000,SBD,Green,NO,San Bernardino,California,7,10-02-26 7:05,Friday,FALSE
249,TRANS FLIGHT4455,1,UNKN,4500,PHX,Green,NO,Phoenix,Arizona,1,10-02-26 1:00,Friday,FALSE
250,EGF3131,1,E135,4000,SJC,Green,NO,San Jose,California,3,10-02-26 3:15,Friday,FALSE
251,SWA203,1,B737,1000,SMO,Green,NO,Santa Monica,California,3,10-02-26 3:59,Friday,FALSE
252,AWI3572,1,CRJ7,1600,CHS,Green,NO,Charleston,South Carolina,3,10-02-26 3:21,Friday,FALSE
253,SQH22,1,PC12,6000,PDX,Green,NO,Portland,Oregon,4,10-02-26 4:15,Friday,FALSE
254,SWA1504,1,B737,6000,PHX,Green,NO,Phoenix,Arizona,4,10-02-27 4:55,Saturday,FALSE
255,SWA460,1,B737,15000,PHX,Green,NO,Phoenix,Arizona,5,10-02-27 5:00,Saturday,FALSE
256,N407FC,1,26VA,1500,DCA,Green,NO,Washington,District of Columbia,10,10-02-27 10:17,Saturday,FALSE
257,N95UT,1,BE20,6500,SLC,Green,NO,Salt Lake City,Utah,2,10-02-27 2:26,Saturday,FALSE
258,QXE91,1,DH80,3000,PDX,Green,NO,Portland,Oregon,4,10-02-27 4:05,Saturday,FALSE
259,FAIRFAX1,1,HELO,1500,DCA,Green,NO,Washington,District of Columbia,10,10-02-27 10:15,Saturday,FALSE
260,SKW6106,1,CRJ7,1400,PDX,Green,NO,Portland,Oregon,2,10-02-28 2:28,Sunday,FALSE
261,HAL20,1,B763,"10,000",SUU,Green,NO,Vacaville,California,4,10-02-28 4:23,Sunday,FALSE
262,SKW6337,1,CRJ7,7000,SFO,Green,NO,San Francisco,California,4,10-02-28 4:18,Sunday,FALSE
263,SWA1194,1,B737,2000,PVD,Green ,NO,Providence,Rhode Island,4,10-02-28 4:40,Sunday,FALSE
264,BTA2131,1,E45X,2000,CRP,Green,NO,Corpus Christi,Texas,4,10-02-28 4:15,Sunday,FALSE
265,N66684,1,C172,2000,CCR,Green,NO,Concord,California,4,10-03-01 4:46,Monday,FALSE
266,QXE518,1,CRJ7,3500,PDX,Green,NO,Portland,Oregon,5,10-03-01 5:15,Monday,FALSE
267,QXE114,1,DH8,UNKN,SEA,Green,NO,Seattle,Washington,5,10-03-01 5:40,Monday,FALSE
268,LXJ151,1,BE40,3000,FTY,Green,NO,Atlanta,Georgia,23,10-03-01 23:30,Monday,FALSE
269,SWA1600,1,B737,2500,MCI,Green,NO,Kansas City,Missouri,1,10-03-01 1:49,Monday,FALSE
270,MADFOX9,1,P3,1300,HST,Green,NO,Homestead,Florida,2,10-03-01 2:05,Monday,FALSE
271,SWA426,1,B737,4000,FLL,Red,NO,Fort Lauderdale,Florida,2,10-03-01 2:45,Monday,FALSE
272,AAY386,1,MD88,5000,LAX,Green,NO,Los Angeles,California,5,10-03-02 5:40,Tuesday,FALSE
273,LOF8022,1,E145,FL240,EKN,Green,NO,Elkins,West Virginia,0,10-03-04 0:25,Thursday,FALSE
274,SKW6342,1,E120,6000,LAX,Green,NO,Los Angeles,California,4,10-03-04 4:05,Thursday,FALSE
275,SMOKEY3,1,C182,2500,TCM,Green,NO,Tacoma,Washington,7,10-03-04 7:23,Thursday,FALSE
276,FDX1155,1,A306,3000,IAH,White,NO,Houston,Texas,10,10-03-04 10:00,Thursday,FALSE
277,N41VP,1,C560,6000,APC,Green,NO,Napa,California,4,10-03-04 4:05,Thursday,FALSE
278,FLC67,1,BE30,2300,ORD,Green,NO,Chicago,Illinois,5,10-03-05 5:05,Friday,FALSE
279,SKW6341,1,CRJ2,5000,SAN,Green,NO,San Diego,California,3,10-03-05 3:12,Friday,FALSE
280,ASH2817,1,CRJ9,8000,PHX,Green,NO,Phoenix,Arizona,6,10-03-05 6:25,Friday,FALSE
281,ASA245,1,B738,8000,PDX,Green,NO,Portland,Oregon,7,10-03-05 7:00,Friday,FALSE
282,SWA870,1,B733,11000,HTO,Green,NO,East Hampton,New York,0,10-03-05 0:40,Friday,FALSE
283,SWA182,1,B737,7000,SJC,Green,NO,San Jose,California,2,10-03-05 2:28,Friday,FALSE
284,SKW5917,1,CRJ2,9000,DEN,Green,NO,Denver,Colorado,2,10-03-05 2:56,Friday,FALSE
285,SWA4601,1,B737,14000,SFO,Green,NO,San Francisco,California,6,10-03-06 6:05,Saturday,FALSE
286,UAL787,1,A319,7000,SAN,Green,NO,San Diego,California,7,10-03-06 7:38,Saturday,FALSE
287,ASQ5208,1,CRJ7,FL250,APE,Green,NO,Appleton,Ohio,2,10-03-06 2:46,Saturday,FALSE
288,FLG3887,1,CRJ2,1700,DAL,Blue,NO,Dallas,Texas,3,10-03-06 3:23,Saturday,FALSE
289,DAL1018,1,MD90,UNKN,PHL,Green,NO,Philadelphia,Pennsylvania,23,10-03-06 23:42,Saturday,FALSE
290,N80347,1,C172,1800,VUO,Green,NO,Vancouver,Washington,6,10-03-07 6:15,Sunday,FALSE
291,EJA984,1,C750,1000,PNE,Green,NO,Philadelphia,Pennsylvania,0,10-03-07 0:03,Sunday,FALSE
292,SKW6834,1,CRJ7,11000,ORD,Green ,NO,Chicago,Illinois,2,10-03-08 2:16,Monday,FALSE
293,CJT916,1,B722,7000,CVG,Green,NO,Covington,Kentucky,0,10-03-09 0:55,Tuesday,FALSE
294,BTA2539,1,E45X,7000,IAH,Green,NO,Houston,Texas,1,10-03-09 1:48,Tuesday,FALSE
295,AAL324,1,MD83,9200,TTT,Green,NO,Talleyville,Texas,2,10-03-09 2:18,Tuesday,FALSE
296,BTA2481,1,E145,11000,RKP,Green,NO,Rockport,Texas,20,10-03-09 20:35,Tuesday,FALSE
297,FDX1635,1,A306,FL200,TTT,Green,NO,Talleyville,Texas,4,10-03-10 4:50,Wednesday,FALSE
298,SKW6092,1,E120,5000,SMF,Green,NO,Sacramento,California,5,10-03-10 5:03,Wednesday,FALSE
299,AWE406,1,A321,7500,SFO,Green,NO,San Francisco,California,5,10-03-10 5:05,Wednesday,FALSE
300,N3512T,1,C172,3500,CTY,Green,NO,Cross City,Florida,1,10-03-10 1:00,Wednesday,FALSE
301,JBU1404,1,E190,UNKN,AUS,Green,NO,Austin,Texas,3,10-03-10 3:30,Wednesday,FALSE
302,SWA682,1,B737,UNKN,AUS,Green,NO,Austin,Texas,3,10-03-10 3:30,Wednesday,FALSE
303,COA418,1,UNKN,1000,POS,Green,NO,Coeur d'Alene,Idaho,23,10-03-10 23:50,Wednesday,FALSE
304,QXE545,1,CRJ7,6000,SJC,Green,NO,San Jose,California,5,10-03-11 5:10,Thursday,FALSE
305,AWI3656,1,CRJ2,1900,PVD,Green,NO,Providence,Rhode Island,1,10-03-11 1:19,Thursday,FALSE
306,AAY5115,1,MD87,5000,SAN,Green ,NO,San Diego,California,3,10-03-11 3:42,Thursday,FALSE
307,KING21,1,C130,UNKN,NUQ,Green,NO,Mountain View,California,4,10-03-11 4:18,Thursday,FALSE
308,VVTS414,1,H60,4000,SAN,Green,NO,San Diego,California,3,10-03-11 3:42,Thursday,FALSE
309,CM17,1,B738,UNKN,GUM,Green,NO,Agana,Guam,21,10-03-12 21:50,Friday,FALSE
310,DAL1128,1,MD88,6500,ATL,Green,NO,Atlanta,Georgia,3,10-03-12 3:10,Friday,FALSE
311,GLA121,1,E120,10000,DEN,Green,NO,Denver,Colorado,3,10-03-12 3:44,Friday,FALSE
312,SWA401,1,B737,16000,AUS,Green,NO,Austin,Texas,4,10-03-12 4:35,Friday,FALSE
313,SKW6461,1,E120,8000,IPL,Green,NO,Imperial,California,7,10-03-13 7:11,Saturday,FALSE
314,DPS100,1,HELO,1500,AUS,Green,NO,Austin,Texas,7,10-03-13 7:40,Saturday,FALSE
315,LN911CX,1,BE9L,5000,PHX,Green,NO,Phoenix,Arizona,4,10-03-13 4:10,Saturday,FALSE
316,COA1423,1,B738,11000,MSY,Green,NO,New Orleans ,Louisiana,4,10-03-13 4:43,Saturday,FALSE
317,AAY728,1,MD82,5000,SFB,Green,NO,Orlando,Florida,4,10-03-13 4:46,Saturday,FALSE
318,AWE187,1,B733,6000,PHX,Green,NO,Phoenix,Arizona,2,10-03-14 2:35,Sunday,FALSE
319,SWA728,1,B733,12000,PDX,Green,NO,Portland,Oregon,5,10-03-15 5:09,Monday,FALSE
320,MRA636,1,C208,6000,RWI,Green ,NO,Rocky Mount,North Carolina,23,10-03-15 23:05,Monday,FALSE
321,FLX421,1,C210,4000,FMY,Green,NO,Fort Myers,Florida,3,10-03-15 3:39,Monday,FALSE
322,SWA190,1,B737,5000,PHX,Green,NO,Phoenix,Arizona,4,10-03-16 4:36,Tuesday,FALSE
323,N3925M,1,C525,4000,SBA,Green,NO,Santa Barbara,California,5,10-03-16 5:45,Tuesday,FALSE
324,N870SF,1,B230,2400,PIA,Green,NO,Peoria,Illinois,6,10-03-16 6:22,Tuesday,FALSE
325,CPZ5733,1,E170,2000,MSP,Green,NO,Minneapolis,Minnesota,1,10-03-16 1:26,Tuesday,FALSE
326,RPA3318,1,E170,4000,BTV,Green,NO,Burlington,Vermont,2,10-03-16 2:17,Tuesday,FALSE
327,JZA995,1,CRJ1,UNKN,PQI,Red,NO,Presque Isle,Maine,0,10-03-17 0:15,Wednesday,FALSE
328,XSR389,1,BE90L,17000,TYR,Green,NO,Tyler,Texas,3,10-03-17 3:09,Wednesday,FALSE
329,N52AE,1,B206,1900,PKV,Green ,NO,Pocket City,Indiana,3,10-03-17 3:30,Wednesday,FALSE
330,SHADOW16,1,C130,6500,ABQ,Green,NO,Albuquerque,New Mexico,1,10-03-18 1:26,Thursday,FALSE
331,N49048,1,C182,5000,SNA,Green,NO,Santa Ana,California,3,10-03-18 3:05,Thursday,FALSE
332,HAL44,1,B763,5000,SJC,Green,NO,San Jose,California,3,10-03-18 3:15,Thursday,FALSE
333,SWA1506,1,B737,8000,SNA,Green,NO,Santa Ana,California,3,10-03-18 3:10,Thursday,FALSE
334,AAL473,1,B738,5500,SNA,Green,NO,Santa Ana,California,3,10-03-18 3:15,Thursday,FALSE
335,PCM8710,1,C205,2000,OAK,Green,NO,Oakland,California,13,10-03-18 13:46,Thursday,FALSE
336,SWA1506,1,B737,FL190,BXK,Green,NO,Buckeye,Arizona,2,10-03-18 2:41,Thursday,FALSE
337,CJC9540,1,SF34,14000,SAT,Green,NO,San Antonio,Texas,3,10-03-18 3:12,Thursday,FALSE
338,AWE5,1,A320,6000,PHL,Green,NO,Philadelphia,Pennsylvania,1,10-03-19 1:27,Friday,FALSE
339,SWA974,1,B737,10500,ONT,Green,NO,Ontario,California,2,10-03-19 2:58,Friday,FALSE
340,SWA59,1,B737,2000,HOU,Green,NO,Houston,Texas,3,10-03-19 3:25,Friday,FALSE
341,SWA52,1,B737,2000,HOU,Green,NO,Houston,Texas,3,10-03-19 3:40,Friday,FALSE
342,UAL723,1,B752,3000,SJC,Green,NO,San Jose,California,4,10-03-19 4:10,Friday,FALSE
343,ASA711,1,B738,12000,BLI,Green,NO,Bellingham,Washington,4,10-03-19 4:07,Friday,FALSE
344,SWA224,1,B737,16000,PHX,Green,NO,Phoenix,Arizona,4,10-03-19 4:05,Friday,FALSE
345,WIS404,1,C310,4000,ANE,Green,NO,Minneapolis,Minnesota,1,10-03-19 1:53,Friday,FALSE
346,MES3132,1,SF34,6000,DTW,Green,NO,Detroit ,Michigan,2,10-03-19 2:33,Friday,FALSE
347,CPZ5744,1,E170,11000,MSP,Green,NO,Minneapolis,Minnesota,2,10-03-19 2:47,Friday,FALSE
348,UPS907,1,A305,3000,BUR,Green,NO,Burbank,California,2,10-03-19 2:50,Friday,FALSE
349,AAY419,1,MD88,6000,HND,Green,NO,Las Vegas,Nevada,3,10-03-19 3:09,Friday,FALSE
350,UAL640T,1,A320,5000,PHL,Green,NO,Philadelphia,Pennsylvania,3,10-03-19 3:38,Friday,FALSE
351,GJS7497,1,CRJ7,4000,STL,Green,NO,St. Louis ,Missouri,3,10-03-19 3:55,Friday,FALSE
352,VRD814,1,A320,2200,SNA,Green,NO,Santa Ana,California,4,10-03-20 4:15,Saturday,FALSE
353,UAL249,1,A319,9000,SJC,Green,NO,San Jose,California,6,10-03-20 6:37,Saturday,FALSE
354,POLICE1,1,EC20,1000,SJC,Green,NO,San Jose,California,6,10-03-20 6:50,Saturday,FALSE
355,ASH1957,1,CRJ2,500,OGG,Green,NO,Kahului,Hawaii,7,10-03-20 7:10,Saturday,FALSE
356,STAT2,1,BL17,2500,AGC,Green,NO,Pittsburgh,Pennsylvania,1,10-03-20 1:07,Saturday,FALSE
357,DAL1525,1,B737,1100,TPA,Green,NO,Tampa,Florida,3,10-03-20 3:57,Saturday,FALSE
358,HAL18,1,B763,4500,LAS,Green,NO,Las Vegas,Nevada,6,10-03-21 6:18,Sunday,FALSE
359,BTA2683,1,UNKN,7000,EWR,Green,NO,Newark,New Jersey,0,10-03-21 0:08,Sunday,FALSE
360,MES987,1,CRJ9,11000,DSM,Green,NO,Des Moines,Iowa,1,10-03-21 1:39,Sunday,FALSE
361,DAL8819,1,UNKN,SFC,GEG,Green,NO,Spokane,Washington,2,10-03-21 2:21,Sunday,FALSE
362,SKW6084,1,CRJ2,9000,SMO,Green ,NO,Santa Monica,California,2,10-03-22 2:25,Monday,FALSE
363,ASA642,1,B739,8000,SDL,Green ,NO,Scottsdale,Arizona,3,10-03-22 3:37,Monday,FALSE
364,N367TT,1,UNKN,3000,SDL,Green,NO,Scottsdale,Arizona,4,10-03-22 4:38,Monday,FALSE
365,AZ POLICE,1,HELO,UNKN,SDL,UNKN,NO,Scottsdale,Arizona,5,10-03-22 5:00,Monday,FALSE
366,SWA910,1,B737,5000,PDX,Green,NO,Portland,Oregon,4,10-03-23 4:30,Tuesday,FALSE
367,N462ER,1,C172,1800,VQQ,Green,NO,Jacksonville,Florida,1,10-03-23 1:51,Tuesday,FALSE
368,SWA1921,1,B733,UNKN,LAS,Green,NO,Las Vegas,Nevada,2,10-03-23 2:50,Tuesday,FALSE
369,CJC9536,1,SF34,5000,GRK,Green,NO,Killeen,Texas,4,10-03-24 4:35,Wednesday,FALSE
370,FDX1401,1,DC10,3300,DFW,Green,NO,Dallas,Texas,10,10-03-24 10:05,Wednesday,FALSE
371,N474ER,1,C172,3000,TIX,Red,NO,Titusville,Florida,0,10-03-24 0:26,Wednesday,FALSE
372,ASH7149,1,CRJ7,2700,ORD,Green,NO,Chicago,Illinois,0,10-03-24 0:48,Wednesday,FALSE
373,N442ER,1,C172,4500,DAB,Green ,NO,Daytona Beach,Florida,1,10-03-24 1:05,Wednesday,FALSE
374,AAL1659,1,MD82,5500,ORD,Green,NO,Chicago,Illinois,1,10-03-24 1:55,Wednesday,FALSE
375,UPS1354,1,A300,2400,BHM,Green,NO,Birmingham,Alabama,9,10-03-24 9:05,Wednesday,FALSE
376,UPS953,1,B757,5000,ONT,Green,NO,Ontario,California,5,10-03-25 5:15,Thursday,FALSE
377,HAL196,1,B712,1700,OGG,Green,NO,Kahului,Hawaii,5,10-03-25 5:22,Thursday,FALSE
378,SWA8514,1,B737,1800,MDW,Green,NO,Chicago,Illinois,6,10-03-25 6:40,Thursday,FALSE
379,SWA160,1,B733,11000,LIN,Green,NO,Linden,California,5,10-03-26 5:04,Friday,FALSE
380,N935SP,1,Pillataus,6000,PDX,Green,NO,Portland,Oregon,3,10-03-26 3:10,Friday,FALSE
381,FLX810,1,C210,4000,LAL,Green,NO,Lakeland,Florida,7,10-03-26 7:25,Friday,FALSE
382,BTA2825,1,E145,FL360,HVQ,Green,NO,Charleston,West Virginia,0,10-03-26 0:56,Friday,FALSE
383,N313PP,1,PA32,1200,CRG,Green,NO,Jacksonville,Florida,1,10-03-26 1:01,Friday,FALSE
384,COM608,1,CRJ1,8000,MSP,Green,NO,Minneapolis,Minnesota,1,10-03-26 1:10,Friday,FALSE
385,FLG3661,1,CRJ2,8000,MSP, Green,NO,Minneapolis,Minnesota,1,10-03-26 1:10,Friday,FALSE
386,SKW6011,1,CRJ7,FL140,UGN,Green,NO,Waukegan,Illinois,1,10-03-26 1:30,Friday,FALSE
387,N280TT,1,BE20,7000,LAX,Green,NO,Los Angeles,California,3,10-03-26 3:14,Friday,FALSE
388,COA176,1,B738,16000,MLB,Green,NO,Melbourne,Florida,3,10-03-26 3:05,Friday,FALSE
389,UPS354,1,B752,10000,MIA,Green,NO,Miami,Florida,3,10-03-26 3:09,Friday,FALSE
390,QXE2091,1,DH8,3000,PDX,Green,NO,Portland,Oregon,3,10-03-27 3:11,Saturday,FALSE
391,SWA103,1,B737,5000,SAN,Green,NO,San Diego,California,4,10-03-27 4:00,Saturday,FALSE
392,SWA419,1,B737,1000,SAN,Green,NO,San Diego,California,4,10-03-27 4:25,Saturday,FALSE
393,SGB1802,1,B734,1200,MIA,Green ,NO,Miami,Florida,5,10-03-27 5:19,Saturday,FALSE
394,DAL7283,1,DC93,2700,GRB,Green,NO,Green Bay,Wisconsin,3,10-03-27 3:14,Saturday,FALSE
395,QXE518,1,CRJ7,3000,PDX,Green,NO,Portland,Oregon,4,10-03-28 4:03,Sunday,FALSE
396,SWA2338,1,B737,3200,LAS,Green,NO,Las Vegas,Nevada,4,10-03-28 4:20,Sunday,FALSE
397,N811VG,1,C550,2400,SJC,Green,NO,San Jose,California,4,10-03-28 4:36,Sunday,FALSE
398,JBU337,1,E190,6000,MCO,Green,NO,Orlando,Florida,0,10-03-28 0:30,Sunday,FALSE
399,DAL378,1,MD88,3200,HOU,Green,NO,Houston,Texas,0,10-03-28 0:55,Sunday,FALSE
400,CPZ5742,1,E170,7000,FGT,Green,NO,Farmington,Minnesota,1,10-03-28 1:39,Sunday,FALSE
401,GFT9249,1,E190,1800,MIA,Green,NO,Miami,Florida,1,10-03-28 1:35,Sunday,FALSE
402,N122PD,1,EC120,1000,3CA1,Green,NO,Newport Beach,California,1,10-03-28 1:59,Sunday,FALSE
403,JBU597,1,E190,6000,MCO,Green,NO,Orlando,Florida,3,10-03-28 3:14,Sunday,FALSE
404,AWE371,1,A320,12000,PHX,Green,NO,Phoenix,Arizona,3,10-03-28 3:30,Sunday,FALSE
405,DAL1027,1,B752,5000,PHX,Green,NO,Phoenix,Arizona,5,10-03-29 5:08,Monday,FALSE
406,CTA141,1,C310,5000,ELP,Green,NO,El Paso ,Texas,2,10-03-29 2:05,Monday,FALSE
407,USC392,1,C208,6000,ATL,Green,NO,Atlanta,Georgia,2,10-03-29 2:24,Monday,FALSE
408,WJA1451,1,B737,11000,PHX,Green,NO,Phoenix,Arizona,2,10-03-29 2:36,Monday,FALSE
409,AWE705,1,A320,3200,LAX,Green,NO,Los Angeles,California,3,10-03-29 3:23,Monday,FALSE
410,SWA172,1,B737,9000,VNY,Green,NO,Van Nuys,California,3,10-03-29 3:37,Monday,FALSE
411,ASA463,1,B734,9000,VNY,Green,NO,Van Nuys,California,3,10-03-29 3:37,Monday,FALSE
412,SWA966,1,B737,9000,SBD,Green,NO,San Bernardino,California,3,10-03-30 3:53,Tuesday,FALSE
413,SWA956,1,B737,9000,SBD,Green,NO,San Bernardino,California,3,10-03-30 3:54,Tuesday,FALSE
414,VRD349,1,A319,2500,SFO,Green,NO,San Francisco,California,5,10-03-30 5:45,Tuesday,FALSE
415,N24339,1,C172,900,BFD,Green ,NO,Bedford,Indiana,0,10-03-30 0:14,Tuesday,FALSE
416,N626DS,1,AC50,6000,VWV,Green,NO,Waterville,Ohio,2,10-03-30 2:55,Tuesday,FALSE
417,ZAPPER21,1,C130,UNKN,NTD,Green,NO,Ventura,California,3,10-03-30 3:36,Tuesday,FALSE
418,N4464R,1,C172,4000,EUL,Green,NO,Caldwell,Idaho,3,10-03-30 3:39,Tuesday,FALSE
419,SWA764,1,B737,2000,HWD,Green,NO,Hayward,California,4,10-03-31 4:20,Wednesday,FALSE
420,FDX1631,1,A300,7000,HFY,Green,NO,Greenwood,Indiana,4,10-03-31 4:32,Wednesday,FALSE
421,AMF223,1,PA31,2100,HWD,Green,NO,Hayward,California,4,10-03-31 4:33,Wednesday,FALSE
422,COA1752,1,B737,4000,OMA,Green,NO,Omaha,Nebraska,2,10-03-31 2:10,Wednesday,FALSE
423,BTA2747,1,E145,UNKN,BNA,Green,NO,Nashville,Tennessee,3,10-03-31 3:46,Wednesday,FALSE
424,FDX1631,1,A300,7000,HFY,Green,NO,Greenwood,Indiana,7,10-04-01 7:02,Thursday,FALSE
425,SO3,1,AS50,900,TPA,Green,NO,Tampa,Florida,8,10-04-01 8:09,Thursday,FALSE
426,VRD260,1,A320,14000,CRI,Green,NO,Canarsie,New York,1,10-04-01 1:44,Thursday,FALSE
427,AIR01,1,B06,1500,AUS,Green,NO,Austin,Texas,3,10-04-01 3:07,Thursday,FALSE
428,EGF4005,1,E145,5000,ORD,Green,NO,Chicago,Illinois,3,10-04-01 3:09,Thursday,FALSE
429,CHQ1457,1,E145,1000,MKE,Green,NO,Milwaukee,Wisconsin,3,10-04-01 3:53,Thursday,FALSE
430,QFA108,1,B747,FL195,LAX,Green,NO,Los Angeles,California,6,10-04-01 6:04,Thursday,FALSE
431,DAL1298,1,MD82,3000,STL,Green,NO,St. Louis,Missouri,4,10-04-02 4:12,Friday,FALSE
432,N4335K,1,PA28,2000,OAK,Green,NO,Oakland,California,6,10-04-02 6:53,Friday,FALSE
433,UPS1354,1,A306,3000,BHM,White,NO,Birmingham,Alabama,10,10-04-02 10:53,Friday,FALSE
434,N423FT,1,C172,200,BCT,Green,NO,Boca Raton,Florida,0,10-04-02 0:10,Friday,FALSE
435,N112MA,1,MU2,11000,N71,Green,NO,Mount Joy/Marietta,Pennsylvania,0,10-04-02 0:27,Friday,FALSE
436,N450S,1,BE33,4000,OXC,Green,NO,Oxford,Connecticut,0,10-04-02 0:55,Friday,FALSE
437,STAT1,1,EC35,2500,AGC,Green,NO,Pittsburgh,Pennsylvania,1,10-04-02 1:28,Friday,FALSE
438,CHQ6077,1,E145,6500,SDF,Green,NO,Louisville,Kentucky,1,10-04-02 1:18,Friday,FALSE
439,FDX1253,1,B722,2500,ABE,Green,NO,Allentown,Pennsylvania,2,10-04-02 2:08,Friday,FALSE
440,FDX3,1,MD10,14000,PIT,Green,NO,Pittsburgh,Pennsylvania,2,10-04-02 2:15,Friday,FALSE
441,NWA3809,1,CRJ2,2000,ERI,Green,NO,Erie,Pennsylvania,3,10-04-02 3:20,Friday,FALSE
442,N607MM,1,AC50,6000,CGT,Green,NO,Chicago Heights,Illinois,3,10-04-02 3:36,Friday,FALSE
443,AAL456,1,MD80,5000,ORD,Green,NO,Chicago,Illinois,1,10-04-02 1:45,Friday,FALSE
444,DAL1835,1,B752,2500,SLC,Green,NO,Salt Lake City,Utah,4,10-04-03 4:57,Saturday,FALSE
445,UAL19,1,B752,500,SFO,Green ,NO,San Francisco,California,4,10-04-03 4:57,Saturday,FALSE
446,EJA84KP,1,C560,3500,LAS,Green,NO,Las Vegas,Nevada,0,10-04-03 0:43,Saturday,FALSE
447,N668SP,1,C172,2500,EVV,Green,NO,Evansville,Indiana,0,10-04-03 0:55,Saturday,FALSE
448,COM1735,1,CRJ1,3000,DCA,Green,NO,Washington,District of Columbia,1,10-04-03 1:55,Saturday,FALSE
449,SWA1132,1,B737,2300,BUR,Green,NO,Burbank,California,4,10-04-04 4:20,Sunday,FALSE
450,SWA1809,1,B737,2500,MCI,Green,NO,Kansas City,Missouri,4,10-04-04 4:26,Sunday,FALSE
451,N430S,1,BE90L,9000,MRB,Green,NO,Martinsburg,West Virginia,0,10-04-04 0:18,Sunday,FALSE
452,N419TM,1,BE40,1500,HPN,Green,NO,Westchester,New York,0,10-04-04 0:44,Sunday,FALSE
453,BJS339,1,CL60,1500,HPN,Green,NO,Westchester,New York,0,10-04-04 0:58,Sunday,FALSE
454,N564TJ,1,C560,FL380,ORL,Green,NO,Orlando,Florida,2,10-04-04 2:03,Sunday,FALSE
455,SKW6754,1,CRJ7,FL180,DEN,Green,NO,Denver,Colorado,2,10-04-04 2:20,Sunday,FALSE
456,AAL1254,1,B738,500,LAX,Green,NO,Los Angeles,California,2,10-04-04 2:35,Sunday,FALSE
457,VRD936,1,A319,3500,LAX,Green,NO,Los Angeles,California,2,10-04-04 2:46,Sunday,FALSE
458,SWA2896,1,B737,3000,AUS,Green,NO,Austin,Texas,2,10-04-04 2:47,Sunday,FALSE
459,SWA3676,1,B737,3600,VNY,Green,NO,Van Nuys,California,2,10-04-04 2:53,Sunday,FALSE
460,JBU271,1,A320,3600,VNY,Green,NO,Van Nuys,California,3,10-04-04 3:21,Sunday,FALSE
461,N339FX,1,C605,2000,HPN,Green,NO,Westchester,New York,0,10-04-04 0:49,Sunday,FALSE
462,COA468,1,B739,FL320,LBL,Green,NO,Liberal,Kansas,4,10-04-05 4:06,Monday,FALSE
463,BTA3087,1,E145,5500,CLE,Green,NO,Cleveland,Ohio,0,10-04-05 0:33,Monday,FALSE
464,COA1714,1,B739,8000,HOU,Green,NO,Houston,Texas,2,10-04-05 2:19,Monday,FALSE
465,TF429,1,PA28,3500,PHX,Green,NO,Phoenix,Arizona,4,10-04-06 4:01,Tuesday,FALSE
466,COA361,1,B752,11000,HPN,Green,NO,Westchester,New York,0,10-04-06 0:27,Tuesday,FALSE
467,BTA2691,1,E145,FL190,MXE,Green,NO,Modena,Pennsylvania,2,10-04-06 2:45,Tuesday,FALSE
468,QXE820,1,CRJ7,800,PDX,Green,NO,Portland,Oregon,3,10-04-06 3:15,Tuesday,FALSE
469,SWA728*,2,B737,3200,OAK,Green,NO,Oakland,California,4,10-04-07 4:32,Wednesday,FALSE
470,SWA2731,1,B737,2500,SMF,Green,NO,Sacramento,California,4,10-04-07 4:45,Wednesday,FALSE
471,EAGLE22,1,HELO,2900,LAS,Green,NO,Las Vegas,Nevada,5,10-04-07 5:05,Wednesday,FALSE
472,SWA3063,1,B737,8000,SJC,Green,NO,San Jose,California,6,10-04-07 6:51,Wednesday,FALSE
473,MEMHR MEDFL,1,HELO,700,HOU,Green,NO,Houston,Texas,5,10-04-07 5:37,Wednesday,FALSE
474,N68422,1,C152,7000,SLC,Green,NO,Salt Lake City,Utah,3,10-04-08 3:17,Thursday,FALSE
