,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
16743,SWA4171,1,B737,3000,DAL,Green,NO,Dallas,Texas,1,14-10-18 1:49,Saturday,FALSE
16744,EnY2975,1,E145,5000,HSV,Green,NO,Huntsville,Alabama,2,14-10-18 2:43,Saturday,FALSE
16745,N123CH,1,BE9T,3000,79J,Green,NO,Andalusia/Opp,Alabama,2,14-10-18 2:46,Saturday,FALSE
16746,AAL326,1,B752,3000,JFK,Green,NO,New York,New York,3,14-10-18 3:16,Saturday,FALSE
16747,N2967J,1,PA28,1800,RIV,Green,NO,Riverside,California,3,14-10-18 3:30,Saturday,FALSE
16748,SKW5394,1,E120,9000,CL04,Green,NO,Sacramento,California,3,14-10-18 3:30,Saturday,FALSE
16749,N493AE,1,B407,300,GDJ,Green,NO,Granbury,Texas,4,14-10-18 4:10,Saturday,FALSE
16750,UAL544,1,A319,2000,SFO,Green,NO,San Francisco,California,4,14-10-18 4:10,Saturday,FALSE
16751,AWE1706,1,A319,12000,CLT,Green,NO,Charlotte,North Carolina,0,14-10-19 0:23,Sunday,FALSE
16752,UAL650,1,UNKN,12500,MSY,Green,NO,New Orleans,Louisiana,0,14-10-19 0:35,Sunday,FALSE
16753,SWA655,1,B737,11000,IND,Green,NO,Indianapolis,Indiana,1,14-10-19 1:35,Sunday,FALSE
16754,UAL523,1,A320,3000,IAH,Green,NO,Houston,Texas,1,14-10-19 1:35,Sunday,FALSE
16755,ENY3629,1,E135,1500,SGF,Green,NO,Springfield,Missouri,1,14-10-19 1:40,Sunday,FALSE
16756,AWE585,1,A321,400,PHX,Green,NO,Phoenix,Arizona,1,14-10-19 1:42,Sunday,FALSE
16757,N9552A,1,C172,4500,GEG,Green,NO,Spokane,Washington,1,14-10-19 1:42,Sunday,FALSE
16758,UCA4843,1,DH8C,7000,IAD,Green,NO,Washington ,District of Columbia,1,14-10-19 1:50,Sunday,FALSE
16759,SWA767,1,B733,1200,UBG,Green,NO,Newberg,Oregon,2,14-10-19 2:08,Sunday,FALSE
16760,ASA771,1,B738,3000,PDX,Green,NO,Portland,Oregon,2,14-10-19 2:20,Sunday,FALSE
16761,N4962L,1,C152,3500,SAC,Green,NO,Sacramento,California,2,14-10-19 2:22,Sunday,FALSE
16762,ASQ4146,1,E45X,FL300,CBM,Green,NO,Columbus,Mississippi,2,14-10-19 2:45,Sunday,FALSE
16763,LIFETM66,1,HELO,1800,ILE,Red,NO,Killeen,Texas,2,14-10-19 2:55,Sunday,FALSE
16764,N68713,1,C152,1900,TTD,Green,NO,Portland,Oregon,3,14-10-19 3:10,Sunday,FALSE
16765,LN47CA,1,PAY2,10500,UKI,Green,NO,Ukiah,California,4,14-10-19 4:10,Sunday,FALSE
16766,LN577AC,1,LJ35,3200,PHX,Green,NO,Phoenix,Arizona,4,14-10-19 4:55,Sunday,FALSE
16767,N187TX,1,PA44,5500,DLO,Green,NO,Delano,California,7,14-10-19 7:20,Sunday,FALSE
16768,ASQ401T,1,E145,9000,IAH,Green,NO,Houston,Texas,1,14-10-20 1:11,Monday,FALSE
16769,DAL11587,1,MD90,8000,MCI,Green,NO,Kansas City,Missouri,1,14-10-20 1:15,Monday,FALSE
16770,SWA695,1,B733,8000,FTY,Green,NO,Atlanta,Georgia,1,14-10-20 1:15,Monday,FALSE
16771,DAL1849,1,B753,11000,ATL,Green,NO,Atlanta,Georgia,1,14-10-20 1:20,Monday,FALSE
16772,SWA2681,1,B737,4000,MDW,Green,NO,Chicago,Illinois,1,14-10-20 1:20,Monday,FALSE
16773,SWA221,1,B733,3000,MCI,Green,NO,Kansas City,Missouri,1,14-10-20 1:41,Monday,FALSE
16774,N2345Z,1,PA44,3000,X26,Green,NO,Sebastian,Florida,1,14-10-20 1:41,Monday,FALSE
16775,C6534,1,S65C,2300,MTC,Green,NO,Mount Clemens,Michigan,1,14-10-20 1:43,Monday,FALSE
16776,ASQ6039,1,E145,10500,BJC,Green,NO,Denver,Colorado,1,14-10-20 1:50,Monday,FALSE
16777,RPA5722,1,E170,FL280,LUL,Green,NO,Laurel,Mississippi,2,14-10-20 2:05,Monday,FALSE
16778,SKW6256,1,CRJ2,3000,FSD,Green,NO,Sioux Falls,South Dakota,2,14-10-20 2:58,Monday,FALSE
16779,AAL301,1,MD83,4500,TUS,Green,NO,Tucson,Arizona,3,14-10-20 3:10,Monday,FALSE
16780,SKW6366,1,CRJ7,13000,SGD,Blue,NO,Napa,California,3,14-10-20 3:20,Monday,FALSE
16781,UAL1024,1,B739,6000,SFO,Blue,NO,San Francisco,California,5,14-10-20 5:45,Monday,FALSE
16782,VLCN553,1,H53,1000,ORF,Green,NO,Norfolk,Virginia,0,14-10-21 0:19,Tuesday,FALSE
16783,UAL1644,1,B737,7000,IAH,Green,NO,Houston,Texas,0,14-10-21 0:25,Tuesday,FALSE
16784,SKW4524,1,CRJ9,8000,AFW,Green,NO,Fort Worth,Texas,1,14-10-21 1:10,Tuesday,FALSE
16785,SWA556,1,B737,1500,HOU,Green,NO,Houston,Texas,1,14-10-21 1:10,Tuesday,FALSE
16786,SWA400,1,B737,6000,RNO,Green,NO,Reno,Nevada,2,14-10-21 2:41,Tuesday,FALSE
16787,N50359,1,C150,1200,BFL,Green,NO,Bakersfield ,California,2,14-10-21 2:47,Tuesday,FALSE
16788,SIERRA7,1,HELO,3000,OKC,Green,NO,Oklahoma City,Oklahoma,3,14-10-21 3:07,Tuesday,FALSE
16789,ASQ4093,1,E145,7500,ABQ,Green,NO,Albuquerque,New Mexico,4,14-10-21 4:10,Tuesday,FALSE
16790,ASA877,1,B738,UNKN,HNL,Green,NO,Honolulu,Hawaii,7,14-10-21 7:36,Tuesday,FALSE
16791,C6514,1,HELO,1000,ACY,Green,NO,Atlantic City,New Jersey,23,14-10-21 23:54,Tuesday,FALSE
16792,CLINIC1,1,HELO,2500,CLE,Green,NO,Cleveland,Ohio,0,14-10-22 0:25,Wednesday,FALSE
16793,DAL847,1,B739,12000,ATL,Green,NO,Atlanta,Georgia,0,14-10-22 0:27,Wednesday,FALSE
16794,CHQ2947,1,E135,9500,CLE,Green,NO,Cleveland,Ohio,0,14-10-22 0:41,Wednesday,FALSE
16795,SWA390,1,B737,3000,MDW,Green,NO,Chicago,Illinois,1,14-10-22 1:25,Wednesday,FALSE
16796,SWA4385,1,B737,5000,LAX,Green,NO,Los Angeles,California,2,14-10-22 2:08,Wednesday,FALSE
16797,SWA2864,1,B737,3500,OAK,Green,NO,Oakland,California,4,14-10-22 4:10,Wednesday,FALSE
16798,STAT18,1,HELO,700,CGS,Green,NO,College Park,Maryland,23,14-10-22 23:26,Wednesday,FALSE
16799,VV1E067,1,B06,3500,TLH,Green,NO,Tallahassee,Florida,0,14-10-23 0:00,Thursday,FALSE
16800,C6587,1,UNKN,1200,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-23 0:16,Thursday,FALSE
16801,SWA1714,1,B737,1400,MDW,Green,NO,Chicago,Illinois,0,14-10-23 0:28,Thursday,FALSE
16802,DAL1271,1,MD90,2000,SRQ,Green,NO,Sarasota/Bradenton,Florida,0,14-10-23 0:30,Thursday,FALSE
16803,N38384,1,BE77,5500,HSV,Green,NO,Huntsville,Alabama,1,14-10-23 1:48,Thursday,FALSE
16804,ENY2975,1,E145,10000,HSV,Green,NO,Huntsville,Alabama,2,14-10-23 2:20,Thursday,FALSE
16805,WiLLY1,1,C172,5500,PMD,Green,NO,Palmdale,California,2,14-10-23 2:52,Thursday,FALSE
16806,AAY224,1,MD83,6000,LAS,Green,NO,Las Vegas,Nevada,3,14-10-23 3:34,Thursday,FALSE
16807,SWA850,1,B737,7200,DAL,Green,NO,Dallas,Texas,4,14-10-23 4:10,Thursday,FALSE
16808,UAL1757,1,B737,2000,SNA,Green,NO,Santa Ana,California,4,14-10-23 4:17,Thursday,FALSE
16809,SWA416,1,B737,3000,SNA,Green,NO,Santa Ana,California,4,14-10-23 4:20,Thursday,FALSE
16810,UAL587,1,A320,7000,SFO,Green,NO,San Francisco,California,5,14-10-23 5:00,Thursday,FALSE
16811,N967DS,1,C172,6000,TUS,Green,NO,Tucson,Arizona,5,14-10-23 5:24,Thursday,FALSE
16812,TKK22,1,CL60,4000,PHL,Green,NO,Philadelphia,Pennsylvania,23,14-10-23 23:40,Thursday,FALSE
16813,AAL1453,1,B738,15000,NEL,UNKN,NO,Lakehurst,New Jersey,0,14-10-24 0:17,Friday,FALSE
16814,N21662,1,C172,1800,SBN,Green,NO,South Bend,Indiana,0,14-10-24 0:20,Friday,FALSE
16815,GAMA11,1,CL60,600,STL,Green,NO,St. Louis,Missouri,0,14-10-24 0:40,Friday,FALSE
16816,RCH692,1,C17,5000,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-24 0:52,Friday,FALSE
16817,N500CR,1,BE20,2000,ELP,Green,NO,El Paso,Texas,1,14-10-24 1:53,Friday,FALSE
16818,SWA525,1,B737,10000,SJC,Green,NO,San Jose,California,1,14-10-24 1:55,Friday,FALSE
16819,SWA233,1,B737,4500,STL,Green,NO,St. Louis,Missouri,2,14-10-24 2:35,Friday,FALSE
16820,SKW4712,1,CRJ7,6000,SLC,Green,NO,Salt Lake City ,Utah,2,14-10-24 2:40,Friday,FALSE
16821,SWA4726,1,B737,FL200,SNS,Green,NO,Salinas,California,3,14-10-24 3:10,Friday,FALSE
16822,UAL430,1,A320,5000,PDX,Green,NO,Portland,Oregon,5,14-10-24 5:30,Friday,FALSE
16823,OPT317,1,E55P,2000,GYH,Green,NO,Greenville,South Carolina,23,14-10-24 23:20,Friday,FALSE
16824,DAL694,1,A319,5000,ATL,Green,NO,Atlanta ,Georgia,23,14-10-24 23:25,Friday,FALSE
16825,SKW4610,1,CRJ2,5000,EKM,Green,NO,Elkhart,Indiana,0,14-10-25 0:11,Saturday,FALSE
16826,N724RM,1,C680,16000,OKC,Green,NO,Oklahoma City, Oklahoma,0,14-10-25 0:32,Saturday,FALSE
16827,RPa6005,1,E190,6000,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-25 0:45,Saturday,FALSE
16828,RANGR756,1,T34P,1500,CRP,Green,NO,Corpus Christi,Texas,0,14-10-25 0:55,Saturday,FALSE
16829,ASQ4991,1,CRJ7,23000,LOZ,Green,NO,London,Kentucky,1,14-10-25 1:18,Saturday,FALSE
16830,AAL1669,1,B738,1500,MIA,Green,NO,Miami,Florida,3,14-10-25 3:22,Saturday,FALSE
16831,RPA4310,1,E170,1500,MIA,Green,NO,Miami,Florida,3,14-10-25 3:26,Saturday,FALSE
16832,CPZ5680,1,CRJ7,3500,AUS,Green,NO,Austin,Texas,4,14-10-25 4:21,Saturday,FALSE
16833,N8089E,1,C172,10500,PIH,Green,NO,Pocatello,Idaho,4,14-10-25 4:36,Saturday,FALSE
16834,RPA4339,1,E170,3600,MIA,Green,NO,Miami, Florida,23,14-10-25 23:43,Saturday,FALSE
16835,NKS188,1,A320,1000,MYR,Green,NO,Myrtle Beach ,South Carolina,23,14-10-25 23:57,Saturday,FALSE
16836,ASQ4454,1,E145,8000,IAH,Green,NO,Houston,Texas,0,14-10-26 0:22,Sunday,FALSE
16837,SWA1165,1,B737,4000,BNA,Green,NO,Nashville,Tennessee,0,14-10-26 0:26,Sunday,FALSE
16838,N184AF,1,C182,2500,F46,Green,NO,Rockwall,Texas,0,14-10-26 0:31,Sunday,FALSE
16839,TCF6007,1,E170,36000,LEX,Green,NO,Lexington,Kentucky,1,14-10-26 1:38,Sunday,FALSE
16840,RPA4295,1,E170,7000,ORD,Green,NO,Chicago,Illinois,1,14-10-26 1:42,Sunday,FALSE
16841,C2310,1,CN35,1500,OPF,Green,NO,Miami,Florida,1,14-10-26 1:45,Sunday,FALSE
16842,LIFNET10,1,AS50,3000,TUS,Green,NO,Tucson,Arizona,2,14-10-26 2:12,Sunday,FALSE
16843,TRS213,1,B712,1500,MDW,Green,NO,Chicago,Illinois,2,14-10-26 2:45,Sunday,FALSE
16844,N153SH,1,R22,2000,SMO,Green,NO,Santa Monica,California,4,14-10-26 4:15,Sunday,FALSE
16845,TROOPR7,1,B06,1600,MSP,Green,NO,Minneapolis,Minnesota,4,14-10-26 4:38,Sunday,FALSE
16846,QXE239,1,DH8D,1000,SEA,Green,NO,Seattle,Washington,5,14-10-26 5:03,Sunday,FALSE
16847,FDX96,1,B77L,8400,MEM,Green,NO,Memphis,Tennessee,5,14-10-26 5:04,Sunday,FALSE
16848,UAL157,1,B737,5200,UNZ,Green,NO,Agana,Guam,10,14-10-26 10:19,Sunday,FALSE
16849,ASH5487,1,CRJ9,3900,MAL,Green,NO,Malone,New York,23,14-10-26 23:24,Sunday,FALSE
16850,DAL1841,1,MD88,14000,GVL,Green,NO,Gainesville,Georgia,23,14-10-26 23:32,Sunday,FALSE
16851,UAL1420,1,B737,3000,IAH,Green,NO,Houston,Texas,0,14-10-27 0:22,Monday,FALSE
16852,SWA413,1,B737,15000,STL,Green,NO,St. Louis,Missouri,0,14-10-27 0:40,Monday,FALSE
16853,UPS937,1,B752,3800,ONT,Green,NO,Ontario ,California,1,14-10-27 1:50,Monday,FALSE
16854,ASA858,1,B738,2000,SAN,Green,NO,San Diego,California,1,14-10-27 1:51,Monday,FALSE
16855,FDX1380,1,B763,UNKN,SAN,Green,NO,San Diego,California,1,14-10-27 1:51,Monday,FALSE
16856,PCM7652,1,C208,5000,EMT,Green,NO,El Monte,California,2,14-10-27 2:08,Monday,FALSE
16857,ASQ4492,1,E45X,9500,DEN,Green,NO,Denver,Colorado,2,14-10-27 2:15,Monday,FALSE
16858,BATT12,1,C130,UNKN,ROW,Green,NO,Roswell,New Mexico,2,14-10-27 2:16,Monday,FALSE
16859,AMF1919,1,BE99,5000,PDX,Green,NO,Portland, Oregon,2,14-10-27 2:55,Monday,FALSE
16860,N71M,1,FA10,3000,SAN,Green,NO,San Diego,California,4,14-10-27 4:20,Monday,FALSE
16861,AWE499,1,A320,3000,MIA,Green,NO,Miami,Florida,0,14-10-28 0:09,Tuesday,FALSE
16862,AWE1738,1,A319,4000,EWR,Green,NO,Newark,New Jersey,0,14-10-28 0:11,Tuesday,FALSE
16863,ACA584,1,E190,4000,EWR,Green,NO,Newark,New Jersey,0,14-10-28 0:15,Tuesday,FALSE
16864,N51UT,1,S76,1500,LGA,Green,NO,New York,New York,0,14-10-28 0:35,Tuesday,FALSE
16865,ASQ4914,1,CRJ2,10000,ATL,Green,NO,Atlanta ,Georgia,0,14-10-28 0:38,Tuesday,FALSE
16866,PENSTR2,1,HELO,1000,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-28 0:41,Tuesday,FALSE
16867,SWA902,1,B737,10000,ATL,Green,NO,Atlanta,Georgia,0,14-10-28 0:48,Tuesday,FALSE
16868,SWA676,1,B737,18000,TCL,Green,NO,Tuscaloosa,Alabama,0,14-10-28 0:52,Tuesday,FALSE
16869,ASQ350T,1,E45X,18000,TCL,Green,NO,Tuscaloosa,Alabama,0,14-10-28 0:52,Tuesday,FALSE
16870,JIA5114,1,CRJ7,8000,CLT,Green,NO,Charlotte,North Carolina,1,14-10-28 1:17,Tuesday,FALSE
16871,DAL907,1,A319,5000,JOT,Green,NO,Joliet,Illinois,1,14-10-28 1:51,Tuesday,FALSE
16872,N352jRJ,1,LJ35,5000,SGR,Green,NO,Houston,Texas,2,14-10-28 2:10,Tuesday,FALSE
16873,DAL721,1,B752,7000,ATL,Green,NO,Atlanta,Georgia,2,14-10-28 2:21,Tuesday,FALSE
16874,N4962L,1,C152,1500,MCC,Blue,NO,Sacramento,California,2,14-10-28 2:24,Tuesday,FALSE
16875,UPS1345,1,B752,9000,PMP,Green,NO,Pompano Beach,Florida,2,14-10-28 2:36,Tuesday,FALSE
16876,NKS936,1,A319,10000,ACY,Green,NO,Atlantic City,New Jersey,3,14-10-28 3:00,Tuesday,FALSE
16877,AWI3907,1,CRJ2,16000,GSO,Green,NO,Greensboro,North Carolina,9,14-10-28 9:50,Tuesday,FALSE
16878,N700AZ,1,C206,1500,CRQ,Green,NO,Carlsbad,California,23,14-10-28 23:30,Tuesday,FALSE
16879,WBR2709,1,C208,6000,STL,Green,NO,St. Louis,Missouri,0,14-10-29 0:43,Wednesday,FALSE
16880,DAL743,1,MD90,9000,ATL,Green,NO,Atlanta,Georgia,1,14-10-29 1:27,Wednesday,FALSE
16881,NKS350,1,A320,2000,ACY,Green,NO,Atlantic City,New Jersey,2,14-10-29 2:15,Wednesday,FALSE
16882,NKS268,1,A319,2000,ACY,Green,NO,Atlantic City,New Jersey,2,14-10-29 2:33,Wednesday,FALSE
16883,ENY2975,1,E135,12000,RQZ,Green,NO,Huntsville,Alabama,2,14-10-29 2:59,Wednesday,FALSE
16884,FFT581,1,A319,18000,PVU,Green,NO,Provo,Utah,3,14-10-29 3:11,Wednesday,FALSE
16885,UPS1339,1,B752,10000,HSV,Green,NO,Huntsville,Alabama,3,14-10-29 3:35,Wednesday,FALSE
16886,UPS1339,1,B752,9000,HSV,Green,NO,Huntsville,Alabama,3,14-10-29 3:44,Wednesday,FALSE
16887,DAL245,1,B738,17000,LHO,Green,NO,Logan,Utah,4,14-10-29 4:30,Wednesday,FALSE
16888,SWA2523,1,B737,1700,SFO,Green,NO,San Francisco,California,4,14-10-29 4:35,Wednesday,FALSE
16889,NKS245,1,A320,11000,BTG,Green,NO,Battle Ground,Washington,4,14-10-29 4:35,Wednesday,FALSE
16890,QXE362,1,DH8D,6000,PDX,Green,NO,Portland,Oregon,5,14-10-29 5:06,Wednesday,FALSE
16891,QXE91,1,DH8D,21000,BTG,Green,NO,Battle Ground,Washington,5,14-10-29 5:35,Wednesday,FALSE
16892,N625TF,1,GLF5,41000,PHX,Green,NO,Phoenix,Arizona,6,14-10-29 6:12,Wednesday,FALSE
16893,AAL930,1,B772,1500,MIA,White,NO,Miami,Florida,11,14-10-29 11:04,Wednesday,FALSE
16894,N5296Z,1,C172,4000,AOH,Green,NO,Lima,Ohio,0,14-10-30 0:33,Thursday,FALSE
16895,N53715,1,C172,3500,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-30 0:46,Thursday,FALSE
16896,SKW6389,1,E170,FL240,MOD,Green,NO,Modesto,California,1,14-10-30 1:52,Thursday,FALSE
16897,MED2,1,HELO,1500,SCK,Green,NO,Stockton,California,2,14-10-30 2:05,Thursday,FALSE
16898,NKS324,1,A319,5500,ACY,Green,NO,Atlantic City,New Jersey,2,14-10-30 2:13,Thursday,FALSE
16899,UAL1850,1,B753,13000,EON,Green,NO,Peotone,Illinois,2,14-10-30 2:25,Thursday,FALSE
16900,SWA850,1,B737,4000,MSY,Green,NO,New Orleans,Louisiana,2,14-10-30 2:36,Thursday,FALSE
16901,BVN7752,1,C208,3000,AUS,Green,NO,Austin,Texas,2,14-10-30 2:53,Thursday,FALSE
16902,ENY2975,1,E145,7000,HSV,Green,NO,Huntsville,Alabama,3,14-10-30 3:10,Thursday,FALSE
16903,HGT363,1,E45X,11000,SJC,Green,NO,San Jose,California,3,14-10-30 3:11,Thursday,FALSE
16904,JBU1853,1,A320,2000,TJSJ,Green,NO,San Juan,Puerto Rico,4,14-10-30 4:44,Thursday,FALSE
16905,HALO1,1,GLF2,3000,HNL,Green,NO,Honolulu,Hawaii,5,14-10-30 5:58,Thursday,FALSE
16906,ABX601,1,B762,30000,DVK,Green,NO,Danville,Kentucky,8,14-10-30 8:30,Thursday,FALSE
16907,PDT6244,1,DH8B,400,PHL,Green,NO,Philadelphia,Pennsylvania,23,14-10-30 23:35,Thursday,FALSE
16908,LN0AB,1,LJ31,2000,EVV,Green,NO,Evansville,Indiana,0,14-10-31 0:03,Friday,FALSE
16909,NKS188,1,A320,900,MYR,Green,NO,Myrtle Beach ,South Carolina,0,14-10-31 0:30,Friday,FALSE
16910,ASQ4487,1,E135,6000,IAH,Green,NO,Houston,Texas,0,14-10-31 0:41,Friday,FALSE
16911,AWI3918,1,CRJ2,6000,DCA,Green,NO,Washington,District of Columbia,0,14-10-31 0:50,Friday,FALSE
16912,ASQ669T,1,E145,4000,IAH,Green,NO,Houston,Texas,0,14-10-31 0:51,Friday,FALSE
16913,N96PB,1,C25B,3000,CRQ,Green,NO,Carlsbad,California,2,14-10-31 2:31,Friday,FALSE
16914,N717VM,1,SR22,3000,JAX,Green,NO,Jacksonville,Florida,2,14-10-31 2:34,Friday,FALSE
16915,N62348,1,C172,800,HIO,Green,NO,Hillsboro,Oregon,2,14-10-31 2:35,Friday,FALSE
16916,SKW6317,1,CRJ7,7000,PDX,Green,NO,Portland,Oregon,2,14-10-31 2:37,Friday,FALSE
16917,N96PB,1,C525,3400,OKB,Green,NO,Oceanside,California,2,14-10-31 2:40,Friday,FALSE
16918,SKW6299,1,CRJ2,4000,BFL,Green,NO,Bakersfield ,California,3,14-10-31 3:40,Friday,FALSE
16919,SPARTA33,1,MC10,3000,MYV,Green,NO,Marysville,California,5,14-10-31 5:23,Friday,FALSE
16920,SkW6441,1,CRJ2,6000,SFO,Green,NO,San Francisco,California,7,14-10-31 7:47,Friday,FALSE
16921,UAL1585,1,B738,6000,SFO,Green,NO,San Francisco,California,7,14-10-31 7:52,Friday,FALSE
16922,MUSL1,1,UH1,9000,DCA,Green,NO,Washington,District of Columbia,23,14-10-31 23:05,Friday,FALSE
16923,PG2,1,H500,900,DCA,Green,NO,Washington,District of Columbia,23,14-10-31 23:23,Friday,FALSE
16924,N1454U,1,C172,6500,SLC,Green,NO,Salt Lake City,Utah,1,14-11-01 1:01,Saturday,FALSE
16925,ASQ4742,1,E45X,10000,BNA,Green,NO,Nashville,Tennessee,2,14-11-01 2:34,Saturday,FALSE
16926,LN706MS,1,PC12,6000,GEG,Green,NO,Spokane,Washington,3,14-11-01 3:12,Saturday,FALSE
16927,UAL72,1,B738,8000,3R9,Green,NO,Lakeway,Texas,5,14-11-01 5:09,Saturday,FALSE
16928,C6515,1,HELO,3000,CCR,Green,NO,Concord,California,6,14-11-01 6:26,Saturday,FALSE
16929,ACA57,1,B763,5000,OGG,Green,NO,Kahului,Hawaii,6,14-11-01 6:55,Saturday,FALSE
16930,NKS209,1,A320,5000,OAK,Green,NO,Oakland,California,7,14-11-01 7:50,Saturday,FALSE
16931,N795HG,1,C750,2000,SGJ,Green,NO,St. Augustine ,Florida,1,14-11-02 1:10,Sunday,FALSE
16932,ASA233,1,B739,6000,SFO,Green,NO,San Francisco,California,3,14-11-02 3:06,Sunday,FALSE
16933,ASQ4986,1,CRJ9,FL230,COL,Green,NO,Colts Neck,New Jersey,4,14-11-02 4:22,Sunday,FALSE
16934,ASQ3929,1,E145,8000,COL,Green,NO,Colts Neck,New Jersey,4,14-11-02 4:24,Sunday,FALSE
16935,DAL435,1,B752,FL200,MOD,Green,NO,Modesto,California,5,14-11-02 5:49,Sunday,FALSE
16936,PHIMD54,1,AS50,6500,ABQ,Green,NO,Albuquerque,New Mexico,6,14-11-02 6:22,Sunday,FALSE
16937,AAL1253,1,B738,900,LAX,Green,NO,Los Angeles,California,6,14-11-02 6:25,Sunday,FALSE
16938,MKU47,1,C208,1100,OGG,Green,NO,Kahului,Hawaii,6,14-11-02 6:31,Sunday,FALSE
16939,MKU1747,1,C208,800,OGG,Green,NO,Kahului,Hawaii,6,14-11-02 6:39,Sunday,FALSE
16940,NCA747,1,B744,2400,LAX,Green,NO,Los Angeles,California,10,14-11-02 10:37,Sunday,FALSE
16941,DAL2276,1,MD88,2500,LGA,Red,NO,New York,New York,15,14-11-02 15:21,Sunday,FALSE
16942,ASQ3266,1,E145,3000,PIT,Green,NO,Pittsburgh,Pennsylvania,19,14-11-02 19:00,Sunday,FALSE
16943,N734UL,1,C172,4500,LSE,Green,NO,La Crosse,Wisconsin,23,14-11-02 23:55,Sunday,FALSE
16944,N440LW,1,UNKN,9000,CLT,Green,NO,Charlotte,North Carolina,0,14-11-03 0:20,Monday,FALSE
16945,N1141U,1,C172,2500,IAH,Green,NO,Houston,Texas,0,14-11-03 0:22,Monday,FALSE
16946,UAL971,1,B763,9000,IAH,Green,NO,Houston,Texas,0,14-11-03 0:34,Monday,FALSE
16947,N518SP,1,C172,1700,FNT,Green,NO,Flint,Michigan,1,14-11-03 1:12,Monday,FALSE
16948,N2387U,1,C172,UNKN,LVK,Green,NO,Livermore,California,3,14-11-03 3:01,Monday,FALSE
16949,C6587,1,AS65,900,ACY,Green,NO,Atlantic City,New Jersey,3,14-11-03 3:03,Monday,FALSE
16950,N365AM,1,CH2T,2500,MCE,Green,NO,Merced,California,3,14-11-03 3:04,Monday,FALSE
16951,SKW6210,1,CRJ7,6000,SFO,Green,NO,San Francisco,California,4,14-11-03 4:09,Monday,FALSE
16952,N73977,1,C172,3000,BFL,Green,NO,Bakersfield ,California,4,14-11-03 4:10,Monday,FALSE
16953,ASA763,1,B738,6000,SAN,Green,NO,San Diego,California,4,14-11-03 4:13,Monday,FALSE
16954,PEG9,1,FA50,5000,BNA,Green,NO,Nashville,Tennessee,4,14-11-03 4:41,Monday,FALSE
16955,SKW4483,1,CRJ2,2600,SJC,Green,NO,San Jose,California,4,14-11-03 4:43,Monday,FALSE
16956,HAL380,1,B712,1500,HTO,Green,NO,East Hampton,New York,5,14-11-03 5:02,Monday,FALSE
16957,CHIP40K4,1,AS350,3200,VCV,Green,NO,Victorville,California,6,14-11-03 6:32,Monday,FALSE
16958,N411DD,1,B206,800,HVN,Blue,NO,New Haven,Connecticut,23,14-11-03 23:19,Monday,FALSE
16959,AAL2312,1,A321,8000,MIA,Green,NO,Miami,Florida,1,14-11-04 1:28,Tuesday,FALSE
16960,ASQ4194,1,E45X,10000,IAH,Green,NO,Houston,Texas,1,14-11-04 1:46,Tuesday,FALSE
16961,RIDDLE430,1,C172,1800,ORL,Green/White,NO,Orlando,Florida,2,14-11-04 2:20,Tuesday,FALSE
16962,N3069H,1,R22,2500,TUS,Green,NO,Tucson,Arizona,3,14-11-04 3:58,Tuesday,FALSE
16963,AAL1188,1,MD83,8000,LAX,Yellow,NO,Los Angeles,California,4,14-11-04 4:02,Tuesday,FALSE
16964,FIREBRD9,1,AS350,2000,PHX,Red,NO,Phoenix,Arizona,4,14-11-04 4:22,Tuesday,FALSE
16965,DAL2527,1,B712,14000,LEX,Green,NO,Lexington ,Kentucky,11,14-11-04 11:33,Tuesday,FALSE
16966,N850VP,1,H25B,17000,LEX,Green,NO,Lexington,Kentucky,11,14-11-04 11:58,Tuesday,FALSE
16967,N2227X,1,PA28,1200,LWM,Green,NO,Lawrence ,Massachusetts,23,14-11-04 23:02,Tuesday,FALSE
16968,N8782C,1,PA28,4500,AGS,Green,NO,Augusta,Georgia,0,14-11-05 0:17,Wednesday,FALSE
16969,N733PV,1,C172,2800,CCR,Green,NO,Concord,California,0,14-11-05 0:50,Wednesday,FALSE
16970,JIA5127,1,CRJ9,14000,MDT,Green,NO,Harrisburg,Pennsylvania,1,14-11-05 1:04,Wednesday,FALSE
16971,N668M,1,B06,1000,OAK,Green,NO,Oakland,California,1,14-11-05 1:34,Wednesday,FALSE
16972,SWA204,1,B733,6000,JOT,Green,NO,Joliet,Illinois,1,14-11-05 1:42,Wednesday,FALSE
16973,DAL2693,1,B712,2500,LGA,Green,NO,New York,New York,1,14-11-05 1:55,Wednesday,FALSE
16974,UAL698,1,A319,1000,LGA,Green,NO,New York,New York,1,14-11-05 1:57,Wednesday,FALSE
16975,RICAN03,1,C130,1300,TJSJ,Green,NO,San Juan,Puerto Rico,2,14-11-05 2:03,Wednesday,FALSE
16976,JIA5153,1,CRJ2,5500,CHA,Green,NO,Chattanooga,Tennessee,23,14-11-05 23:20,Wednesday,FALSE
