"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"24",1600000,"90-11-29","Plzen","INT","CZE","CZE",79,220,2010,2,47,"R","Sustr","Andrej","D",80,3,11,5,6,14,-10,-4.8,43,1813,84427,1404.6,17.58,17.58,31.6,35,6.5,0.917,982,1.71,2.78,38.1,-25,-1.07,164,164,119,93,93,93,3.4,7,2,6,8,49.3,46.1,144.5,45,45,103,-58,26,49,18,102,49,18,102,7.2,0,1,0,1,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,21,2,0,24,10,2,1,54,20,3,21,1,-17,-12.9,19,1,0,0,0,1115,1413,854,1062,616,785,46.6,64.8,113,193,40,65,46,51,53,73,99,124,616,701,515,536,208,140,87,84,0.1,2.4,2.5,3033.39,191,3.3,108,14.2,0.18,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1990,11,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",717500,"96-11-26","Colorado Springs","CO","USA","USA",77,203,2015,2,37,"R","Carlo","Brandon","D",82,6,10,3,7,16,9,5.3,59,2080,102414,1699.7,20.72,20.75,36.6,22.2,8.5,0.908,993,2.54,2.89,46.8,-10,-0.35,179,179,130,88,88,88,3.8,5,3,4,7,54.5,45.3,68.6,87,87,145,-58,42,42,21,115,42,21,115,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,1,0,1,4,37,2,0,30,17,0,0,39,28,5,28,7,-23,-12.9,27,1,0,0,0,1485,1643,1138,1237,845,891,67.1,74,202,240,72,82,43,48,73,65,116,113,867,780,611,655,268,226,117,89,0.4,4.8,5.2,2942.85,262,4,110.4,24.7,0.3,"train",FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26",925000,"96-05-25","Havirov","INT","CZE","CZE",72,181,2014,1,25,"R","Pastrnak","David","RW/LW",75,34,36,22,14,70,11,14.8,34,1597,80921,1343.4,17.87,17.92,32.1,71.4,10.8,0.91,1018,4.38,2.1,67.6,51,2.28,465,465,361,262,262,262,24.9,80,12,20,32,34.4,30.5,392.6,72,72,59,-1,99,65,50,32,65,50,32,3.2,2,1,2,1,66.7,0.2,1,0,0,0,1,1,1,0,1,1,1,1,2,5,6,3,0,0,3,0,6,8,2,0,15,0,4,7,88,26,2,55,50,11,0,117,17,36,15,31,19,16.5,17,0,0,0,0,1691,996,1281,733,906,524,84.1,43,274,143,98,47,60,30,63,53,123,83,792,635,364,518,243,177,74,85,8.1,2.2,10.3,2847.67,138,7.2,120,89.4,1.19,"train",FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1996,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",9e+05,"98-03-14","St. Albert","AB","CAN","CAN",71,191,2016,1,10,"L","Jost","Tyson","C/LW/RW",6,1,0,0,0,1,-5,-1.5,0,121,5643,94.1,15.68,15.68,26,50,4.2,0.846,888,1.28,5.1,20,-6,-3.83,15,15,11,9,9,9,0.9,2,1,0,1,27.9,27.8,0,3,3,7,-4,2,1,3,3,1,3,3,3.2,28,42,28,42,40,87.5,9,15,11,13,8,14,5,15,6,12,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,2,0,0,4,0,2,0,2,2,2.1,0,0,0,0,0,90,95,65,76,48,52,3.2,4.2,10,13,2,8,1,4,3,0,4,4,34,46,35,17,5,11,3,7,0,-0.1,-0.1,267.39,6,0,118,0.6,0.1,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1998,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",3750000,"88-05-28","Sherbrooke","QC","CAN","CAN",72,200,2007,1,26,"R","Perron","David","LW/RW",82,18,28,16,12,46,-2,5.1,54,2019,85106,1415.2,17.3,17.29,29.3,64.8,10.3,0.911,1014,3.01,2.2,57.7,19,0.81,260,260,215,151,151,151,15.7,49,10,11,21,28.1,26.3,187.7,87,87,109,-22,64,21,48,28,21,48,28,2.5,32,34,32,34,48.5,5,6,7,5,9,21,18,12,12,10,12,18,20,1,5,3,2,0,0,3,0,0,1,3,1,10,0,3,3,58,17,3,14,10,8,2,97,27,26,27,23,-1,0,27,0,0,0,0,1275,1114,945,849,690,585,60.2,51.5,189,173,71,52,38,40,52,52,90,92,673,649,426,490,115,164,81,76,3.1,1.6,4.7,3419.13,169,5,101.3,44.9,0.55,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1988,5,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",792500,"94-03-23","Boden","INT","SWE","SWE",75,209,2012,3,81,"R","Sundqvist","Oskar","C",10,0,0,0,0,0,-4,-1.7,2,138,5504,91.6,9.17,9.17,16.7,0,5.9,0.844,903,1.31,4.59,22.2,-5,-3.28,10,10,9,9,9,9,0.6,3,0,0,0,31.9,31.5,0,13,13,15,-2,0,2,1,2,2,1,2,2.1,16,28,16,28,36.4,62.9,5,12,7,8,4,8,5,11,3,3,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,5,1,1,1,1,0,0,1,0,0,0,0,71,97,49,66,34,45,2.5,4.3,10,15,2,7,1,2,6,6,7,8,29,41,64,47,15,4,3,4,-0.3,-0.1,-0.4,456.16,17,14,110.1,-0.9,-0.09,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30",6e+05,"90-11-16","Merrimack","NH","USA","USA",74,219,2010,2,47,"L","Schaller","Tim","C",59,7,7,6,1,14,-6,0.7,23,1035,43436,723.6,12.27,12.27,22.4,66.7,6.3,0.923,986,1.74,2.24,43.8,-6,-0.5,157,157,130,89,89,89,9.2,30,7,8,15,27,24.2,193.5,73,73,78,-5,41,18,19,38,18,19,38,5.6,28,29,28,29,49.1,8.9,7,10,8,6,13,13,6,8,9,9,19,16,0,3,2,0,0,0,2,0,0,3,0,0,2,0,2,5,34,10,2,4,12,7,8,46,10,8,10,6,-2,-5.8,9,1,0,0,0,643,682,480,491,333,351,28.9,27.3,88,86,21,27,21,13,31,28,52,41,342,298,294,325,80,86,42,49,0.4,0.7,1.1,2507.79,135,10.2,109.9,16.4,0.28,"train",TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"31",6e+06,"91-08-22","Saskatoon","SK","CAN","CAN",73,195,2009,1,5,"L","Schenn","Brayden","C/LW",79,25,30,17,13,55,-13,0.8,38,1767,84404,1397.1,17.8,17.76,31.1,62.5,9.7,0.911,1008,3.78,2.32,62,34,1.46,317,317,261,178,178,178,27.2,104,30,12,42,26,23.3,371.9,189,189,109,80,83,36,18,42,36,18,42,3.6,232,262,232,262,47,33.7,60,54,73,99,99,109,38,45,90,107,165,172,2,2,7,0,0,0,3,1,3,6,5,0,7,1,3,5,74,15,8,16,50,28,1,60,16,17,15,15,1,-0.5,14,2,0,0,0,1734,1174,1293,846,910,608,96.4,48.8,327,159,88,54,90,45,69,65,159,110,764,702,627,538,221,103,75,99,4.9,1.2,6.2,3088.97,271,14.8,124.9,49,0.62,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1991,8,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",5500000,"92-03-20","South St.Paul","MN","USA","USA",72,215,2010,2,37,"R","Faulk","Justin","D",75,17,20,11,9,37,-18,2.4,32,1987,104133,1704.1,23.13,23,38.9,52.9,7.4,0.91,984,2.46,2.39,50.7,2,0.07,442,445,306,216,225,225,12.1,19,6,11,17,48.9,45,192,117,117,67,50,93,45,53,84,45,52,84,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,7,0,0,8,1,5,7,80,1,1,80,73,0,0,70,15,13,14,9,-2,4.5,15,0,0,0,0,1802,1381,1340,1067,940,753,96.7,69.3,331,238,70,68,89,61,87,81,176,142,865,747,569,530,290,285,72,89,3.8,2.8,6.6,2672.51,233,11.3,112.1,46.5,0.63,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",724500,"92-10-26","Toronto","ON","CAN","CAN",72,192,2011,3,65,"L","Cramarossa","Joseph","C/LW",59,4,6,3,3,10,0,-8.2,60,882,35208,586.3,9.95,9.94,19,66.7,7.5,0.94,1015,1.54,1.84,45.5,-3,-0.31,63,63,50,36,36,36,4,15,3,3,6,27.7,26.1,60.5,133,133,46,87,14,15,8,23,15,8,23,4,6,1,6,1,85.7,1.4,2,0,3,1,1,0,0,0,4,0,4,1,0,3,1,0,0,0,1,1,0,0,1,1,0,2,1,1,10,2,2,2,1,1,1,27,14,12,12,14,-2,1,5,8,0,0,1,371,576,287,432,200,300,18,25.6,67,96,15,18,15,15,15,24,30,39,245,247,395,219,85,42,45,47,-0.1,0.7,0.6,2497.64,224,28.2,96.9,2.3,0.04,"train",FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1992,10,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",725000,"91-11-01","Sherwood Park","AB","CAN","CAN",72,188,2010,2,47,"L","Carr","Daniel","LW",33,2,7,5,2,9,4,-0.4,6,511,20306,337.4,10.25,10.24,19.8,69.2,8,0.943,1023,2.31,1.42,61.9,5,0.89,73,73,63,44,44,44,6,25,8,7,15,25.8,22.1,104.2,19,19,58,-39,19,6,7,12,6,7,12,4.5,2,1,2,1,66.7,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,17,4,1,2,5,5,4,23,3,6,3,3,3,1.1,3,0,0,0,0,290,268,229,189,163,140,14.5,10.8,52,36,13,8,19,8,18,13,37,21,162,131,146,196,55,34,18,24,0.3,0.6,0.8,1368.03,37,8.7,99.2,11.2,0.34,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1991,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",4e+06,"90-06-05","Prague","INT","CZE","CZE",72,204,2010,3,66,"R","Gudas","Radko","D",67,6,17,10,7,23,8,5.1,93,1739,77555,1289.5,19.3,19.28,33.8,42.6,8.9,0.904,993,2.51,2.65,48.6,-3,-0.14,299,299,181,113,113,113,4.8,6,9,14,23,61.9,51.4,217.7,280,280,135,145,68,40,18,124,40,18,124,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,1,0,12,55,1,0,42,19,1,0,50,34,22,30,16,-12,-3.3,29,3,0,2,0,1215,1213,860,825,606,596,48.1,50.8,162,174,54,57,51,44,74,58,125,102,656,600,751,604,159,118,87,90,1.6,3.9,5.5,2523.16,500,10.3,113,36.7,0.55,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",8e+05,"90-09-23","Rimouski","QC","CAN","CAN",70,206,2009,5,132,"L","Bourque","Gabriel","LW/RW",6,0,0,0,0,0,0,-1.1,0,103,4032,67.2,11.2,11.2,21.2,0,4.8,0.878,926,0.89,4.46,16.7,-4,-3.57,9,9,6,4,4,4,0.5,2,1,2,3,32,30.5,0,17,17,4,13,2,0,1,6,0,1,6,7.4,0,1,0,1,0,1.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,81,27,59,21,41,1.6,4.1,7,16,1,5,3,3,2,2,5,5,29,29,45,26,5,8,4,3,-0.2,0.1,-0.1,249.57,23,0,105.3,-0.4,-0.06,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1990,9,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",4250000,"90-06-01","Bern","INT","CHE","CHE",73,201,2008,2,38,"L","Josi","Roman","D",72,12,37,20,17,49,7,4.5,18,2076,108323,1791.3,25.07,25.01,41.8,49,10,0.907,1007,3.35,2.71,55.2,19,0.64,410,410,286,218,217,218,10.1,19,6,11,17,45,44.5,292.1,54,54,88,-34,68,41,16,119,41,16,119,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2,0,0,3,1,1,11,55,14,1,79,27,2,0,95,9,14,9,14,5,12.4,9,0,0,0,0,1873,1617,1382,1213,1003,875,90,72.2,304,231,100,81,77,48,92,63,169,111,990,904,525,512,256,207,95,106,4.6,4.1,8.7,2498.76,191,7.8,116.9,64.3,0.89,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",742500,"94-05-01","Denver","CO","USA","USA",74,205,2012,4,120,"L","Slavin","Jaccob","D",82,5,29,14,15,34,23,10.7,12,2135,115316,1878.2,23.43,23.26,39.4,40.5,9.5,0.912,1007,2.68,2.36,53.2,10,0.32,230,232,156,99,99,99,4.9,5,5,8,13,51.5,44.9,269.8,35,35,125,-90,57,54,83,161,53,80,159,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,2,4,51,9,0,42,18,0,0,30,6,4,6,4,-2,5.5,6,0,0,0,0,1665,1649,1224,1212,883,843,83.8,82.5,283,295,84,74,82,70,94,80,176,150,914,823,512,664,292,347,73,86,1.9,6.7,8.6,2885.99,208,19.7,105.9,46.5,0.57,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",750000,"90-06-20","Sterling Heights","MI","USA","USA",75,221,2008,5,128,"R","Pateryn","Greg","D",36,1,8,1,7,9,-1,0.1,10,720,33312,554.6,15.42,15.41,28.5,42.9,7.6,0.9,976,2.27,2.92,43.8,-6,-0.65,90,90,65,42,42,42,1.6,3,1,5,6,54.5,53.3,24.8,69,69,60,9,23,22,4,66,22,4,66,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,20,0,0,25,2,0,0,15,5,0,4,0,-5,-1.4,5,0,0,0,0,512,530,369,378,276,270,23.8,25.4,83,86,21,27,22,34,38,43,60,77,250,245,230,302,99,69,21,25,0.4,1.1,1.5,1389.74,145,14.6,112.7,11.7,0.33,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40",4500000,"86-08-01","Tibro","INT","SWE","SWE",71,190,2005,7,216,"R","Stralman","Anton","D",73,5,17,8,9,22,1,1.8,20,1963,100304,1664.1,22.9,22.87,38.3,32.4,8.8,0.908,997,2.45,2.85,46.3,-11,-0.4,257,257,183,130,130,130,6.2,9,6,4,10,48.9,44,146.9,106,106,78,28,53,27,26,96,27,26,96,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,9,43,7,0,40,5,2,0,76,10,10,10,9,0,9.9,10,0,0,0,0,1441,1524,1101,1182,770,861,68.3,68.3,223,192,68,79,56,50,71,82,127,132,831,919,600,568,209,187,83,96,0.9,3.9,4.8,2678.66,222,13.2,106.9,32.1,0.44,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1986,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"41",3e+06,"92-11-12","Skellefteë","INT","SWE","SWE",75,215,2011,1,4,"R","Larsson","Adam","D",79,4,15,3,12,19,21,7.5,55,2055,95509,1587.8,20.12,20.12,35,25,9.8,0.91,1008,2.87,2.83,50.3,1,0.04,202,202,124,84,85,85,3.2,3,5,10,15,52.2,48.8,55.1,253,253,145,108,40,71,28,160,71,28,160,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,38,0,0,30,17,0,0,38,25,8,26,6,-17,-6.8,24,1,0,0,0,1404,1584,1069,1157,772,831,66.4,81.3,239,280,76,75,45,73,78,96,123,169,736,831,731,597,304,200,91,87,0.6,5,5.5,2946.39,469,11.7,112.9,25.3,0.32,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1992,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42",630000,"90-05-27","Huntsville","AL","USA","USA",74,196,2009,7,198,"R","Dowd","Nic","C",70,6,16,10,6,22,-15,5.4,25,1230,52314,871.6,12.45,12.45,22.6,73.3,6.3,0.894,957,2.07,2.07,50,0,0,144,144,113,78,78,78,10.4,41,11,10,21,27.1,26.2,306.9,145,145,116,29,35,22,19,35,22,19,35,5.9,338,369,338,369,47.8,96.6,79,87,105,108,154,174,110,115,108,127,199,216,1,1,2,0,0,0,2,0,0,0,1,0,3,0,4,0,31,10,1,8,18,8,0,33,11,6,15,6,-5,-7.6,10,1,0,0,0,946,589,700,411,476,284,45.8,25.9,162,99,30,30,53,21,47,49,100,70,351,381,520,475,129,53,64,56,0.6,0.7,1.3,2980.16,206,16.4,105.7,29.3,0.42,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1990,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"43",2200000,"89-11-21","Roubaix","INT","FRA","FRA",72,200,2010,2,47,"L","Roussel","Antoine","LW",60,12,15,11,4,27,1,5.8,115,1427,55866,929.3,15.52,15.51,27.1,61.4,9.8,0.889,987,2.84,3.29,46.3,-7,-0.45,162,162,121,82,82,82,10.3,44,4,1,5,27.9,24.1,225.1,69,69,101,-32,39,37,16,45,37,16,45,5,7,9,7,9,43.8,1.5,2,1,1,4,4,4,0,0,4,4,3,6,0,0,3,1,0,0,2,0,0,1,2,0,7,1,0,4,34,11,1,4,10,5,4,47,36,24,28,20,-12,-7.3,25,9,0,1,1,903,899,660,648,450,460,44.2,45.8,151,149,44,51,45,45,25,31,70,76,523,513,287,342,142,92,73,59,1.7,1,2.7,2493.8,238,3.4,116.4,33.3,0.55,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1989,11,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"44",650000,"90-07-16","Albany","NY","USA","USA",75,221,2010,2,47,"L","Lashoff","Brian","D",5,0,0,0,0,0,-3,0.7,0,93,3754,62.4,12.52,12.5,22.7,0,3.7,0.818,855,0.96,3.85,20,-3,-2.89,5,5,2,1,1,1,0.1,0,0,0,0,48,46.4,0,8,8,7,1,1,1,0,4,1,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,52,40,37,30,27,22,2.5,1.9,9,8,1,4,0,1,1,2,1,3,30,27,20,28,4,2,1,6,-0.1,-0.1,-0.2,212.2,12,0,88.5,0.5,0.1,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1990,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45",1300000,"89-04-27","Ottawa","ON","CAN","CAN",69,160,2007,6,179,"L","Byron","Paul","LW/C/RW",81,22,21,15,6,43,21,11.3,29,1849,73228,1219,15.07,15.06,26.2,71.7,10.5,0.923,1027,2.95,2.26,56.6,14,0.69,158,158,124,96,96,96,14.5,61,14,12,26,21,20.1,239.4,119,119,91,28,28,22,40,34,22,40,34,3.1,10,5,10,5,66.7,1.1,1,0,4,3,5,2,2,1,4,2,5,3,1,5,6,1,0,0,6,2,0,3,2,0,9,2,2,5,19,21,4,2,6,14,1,48,13,21,12,19,8,7.2,12,1,0,0,0,1095,1113,776,809,574,595,54.1,55.2,185,189,60,46,50,45,87,69,137,114,656,659,441,524,231,146,61,76,3.8,2.3,6,3427.97,183,13.3,108.7,51.1,0.63,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1989,4,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",925000,"94-09-22","Stockholm","INT","SWE","SWE",74,196,2013,1,14,"L","Wennberg","Alex","C",80,13,46,27,19,59,9,3.6,21,1893,88212,1468.8,18.38,18.37,31.2,68.6,10.4,0.929,1033,3.51,1.8,66.2,42,1.72,186,186,135,109,109,109,10.7,36,10,11,21,30.8,28.8,412.4,58,58,81,-23,26,31,44,56,31,44,56,4.8,609,676,609,676,47.4,86.4,148,169,211,235,250,272,160,206,211,219,368,407,0,4,5,0,0,0,2,1,1,0,2,0,7,1,0,1,24,7,1,6,24,4,0,67,9,15,9,16,6,7.4,8,1,0,0,0,1481,1164,1112,873,824,617,78.3,54.2,275,173,86,44,68,44,54,38,122,82,711,776,342,361,162,178,47,86,4,1.9,5.9,3239.72,136,12.8,108,54.1,0.68,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
