"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"740",667500,"96-07-25","Hancock","MI","USA","USA",72,185,2010,2,47,"L","Kero","Tanner","C/RW",47,6,10,6,4,16,15,0.8,8,893,38030,633.1,13.48,13.48,24.2,53.3,10.3,0.93,1032,2.84,2.37,54.5,5,0.47,100,100,80,60,60,60,6.3,24,4,5,9,27.5,24.1,97.7,41,41,56,-15,20,11,14,51,11,14,51,7.2,209,262,209,262,44.4,84.9,81,113,79,84,49,65,63,77,65,82,143,174,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,19,6,1,4,6,4,1,38,4,11,4,11,7,5.9,4,0,0,0,0,513,706,386,494,292,355,21.6,32.9,63,101,30,25,11,29,22,54,33,83,250,305,183,293,103,82,23,42,0.7,1.2,1.9,1981.35,100,13.8,115.5,17,0.36,"test",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1996,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"741",3750000,"94-02-24","Montreal","QC","CAN","CAN",75,208,2008,2,55,"L","Scandella","Marco","D",71,4,9,4,5,13,-2,2,25,1677,78122,1298,18.33,18.32,32.3,25.5,8.5,0.9,985,2.36,3.19,42.5,-18,-0.83,200,200,123,88,88,88,4,5,2,7,9,50.2,43.1,86.4,50,50,88,-38,35,36,28,85,36,28,85,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,2,3,29,3,1,38,17,0,0,29,11,7,11,8,-4,2,10,1,0,0,0,1105,1298,820,971,598,687,50.6,57.9,158,167,51,69,44,40,51,44,95,84,565,596,360,445,139,138,71,73,0.3,2,2.3,2724.14,161,7.8,111.1,15.7,0.22,"test",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742",655000,"99-01-13","Hamilton","ON","CAN","CAN",78,222,2013,4,108,"L","Harpur","Ben","D",6,0,0,0,0,0,-1,-0.4,0,151,6409,106.8,17.8,17.8,31.8,0,9.1,0.878,969,2.25,2.81,44.4,-1,-0.56,11,11,4,3,3,3,0.1,0,0,0,0,81.3,57.9,0,5,5,8,-3,1,5,2,3,5,2,3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,1.5,0,0,0,0,0,89,84,64,67,44,41,4.1,3.8,15,12,4,5,3,2,3,4,6,6,33,57,42,44,13,12,2,2,-0.1,0.2,0,229.48,8,0,97.2,0.8,0.14,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743",3700000,"92-06-03","V_sterës","INT","SWE","SWE",76,223,2006,1,25,"L","Berglund","Patrik","C/LW",82,23,11,7,4,34,-7,2.4,32,1912,78668,1309.6,15.98,15.98,27.5,68,8.1,0.904,985,2.29,2.66,46.3,-8,-0.37,275,275,225,153,153,153,17.8,64,15,16,31,25.7,23.7,146,155,155,86,69,72,23,43,42,23,43,42,3.8,584,585,584,585,50,92.3,218,228,207,191,159,166,184,210,179,161,387,375,1,5,5,3,0,0,5,0,2,1,6,0,9,0,5,10,57,24,2,10,9,17,4,87,16,13,16,12,-3,-3.7,16,0,0,0,0,1168,1107,873,840,614,604,54.4,51.8,166,166,50,58,43,46,47,39,90,85,634,633,461,515,112,142,63,65,2.6,1.3,3.9,3449.03,229,12.4,104.2,37.2,0.45,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1992,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"744",9e+05,"97-01-25","Windsor","ON","CAN","CAN",73,205,2011,1,24,"L","Puempel","Matt","LW",40,6,3,2,1,9,-11,0.1,11,583,23145,384.2,9.65,9.63,18.7,81.8,6.1,0.888,950,1.72,2.66,39.3,-6,-0.94,80,80,63,44,44,44,5.3,23,6,2,8,29,22.9,77.5,28,28,41,-13,19,6,8,12,6,8,12,3.6,0,1,0,1,0,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,3,1,0,2,16,8,0,1,8,3,0,24,4,5,5,5,1,1.3,3,1,0,0,0,354,335,256,240,179,152,14.8,13.1,51,43,11,17,16,7,16,14,32,21,153,178,209,182,57,41,22,17,0.6,-0.1,0.5,1674.95,52,12,107.6,8,0.2,"test",FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1997,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",1300000,"95-08-22","Lethbridge","AB","CAN","CAN",74,210,2010,6,162,"L","Davidson","Brandon","D",38,0,3,2,1,3,-2,0.1,20,822,35841,597.4,15.72,15.72,29.1,15,7.4,0.909,983,2.01,2.61,43.5,-6,-0.6,90,90,58,42,42,42,1.5,1,2,7,9,53.3,48.1,50.8,42,42,66,-24,16,20,7,61,20,7,61,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,21,5,0,0,16,6,0,5,0,-6,-1.2,5,0,0,1,0,521,546,381,396,272,287,21.2,27.4,61,90,20,26,17,27,35,29,52,56,268,281,314,260,113,73,40,26,-0.4,1.1,0.7,1456.59,123,9.8,107.2,8.7,0.23,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1995,8,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",4250000,"93-02-15","Huntington","NY","USA","CAN",75,191,2007,1,11,"R","Sutter","Brandon","C",81,17,17,7,10,34,-20,-16.1,12,2069,91382,1516.5,18.8,18.78,31.4,65.4,7.5,0.914,989,2.06,2.61,44.1,-14,-0.55,272,271,227,160,160,160,17.5,68,7,16,23,28.4,26.4,135.9,78,78,90,-12,67,21,32,53,21,32,53,3.9,788,664,788,664,54.3,85.7,331,264,206,213,251,187,251,230,229,215,490,388,1,0,1,0,1,1,2,1,1,1,2,0,10,3,5,8,51,18,8,7,11,4,3,109,6,20,6,21,14,16.2,6,0,0,0,0,1295,1356,949,1052,691,766,64.1,70.8,216,261,52,66,41,44,62,59,103,103,912,783,393,449,173,155,60,93,1.5,1.2,2.7,3319.57,143,18.3,104.9,30.7,0.38,"test",FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",1250000,"95-01-14","Ayr","ON","CAN","CAN",74,211,2009,2,35,"L","Clifford","Kyle","LW/C",73,6,6,6,0,12,-2,2.5,92,1101,46968,781.8,10.72,10.72,20.8,75,4.2,0.935,977,1.23,1.38,47.1,-2,-0.15,199,199,166,122,122,122,10.8,42,8,11,19,36.5,31.7,313.3,146,146,97,49,44,7,17,7,7,17,7,1.2,2,3,2,3,40,0.8,0,1,0,0,2,2,0,0,1,1,2,3,0,1,0,1,0,0,1,0,1,0,3,0,1,0,2,2,40,8,3,13,14,8,0,76,24,8,24,9,-16,-12.9,11,12,0,1,0,751,572,548,411,381,279,29.1,25.2,95,88,16,18,26,21,42,40,68,61,295,346,507,442,94,58,62,47,-0.2,1.1,0.9,2968.33,257,14.8,101.5,24.1,0.33,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1995,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",750000,"95-07-07","Katrineholm","INT","SWE","SWE",75,207,2011,3,79,"L","Dahlbeck","Klas","D",43,2,4,2,2,6,-12,-8.2,30,813,35832,582.4,13.88,13.77,25.9,42.9,5.7,0.914,971,1.44,2.88,33.3,-14,-1.44,94,98,58,35,37,37,1.9,5,4,1,5,46.5,48.4,69.3,77,77,81,-4,25,15,11,38,14,10,37,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,20,0,0,12,14,0,0,11,15,3,14,2,-12,-8.2,15,0,0,0,0,481,583,356,449,245,324,22.1,29.4,81,113,14,28,21,32,23,29,44,61,286,232,280,291,85,104,39,29,0.1,0.5,0.6,1667.13,145,5.9,109.6,0.1,0,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"749",6750000,"97-08-14","Salem","NJ","USA","USA",69,157,2011,4,104,"L","Gaudreau","Johnny","LW",72,18,43,30,13,61,-7,9.9,4,1595,79882,1319.3,18.48,18.43,32.2,80.3,9.7,0.908,1006,3.46,2.32,59.8,25,1.14,307,307,241,182,182,182,16.7,53,10,8,18,25.9,24.5,567.9,9,9,43,-34,59,86,44,14,86,44,14,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,3,0,1,3,2,2,7,0,7,5,47,25,2,19,13,10,5,108,2,36,2,31,34,23.8,2,0,0,0,0,1448,1020,1058,770,780,555,76.2,50.6,253,156,76,51,61,42,54,63,115,105,649,689,305,280,263,157,82,108,4.8,1.3,6.1,2779.74,27,26.5,112.2,62,0.86,"test",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1997,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"750",5500000,"95-07-21","Belleville","ON","CAN","CAN",71,179,2011,5,139,"R","Shaw","Andrew","C/LW/RW",68,12,17,7,10,29,4,5.3,110,1357,62023,1031.8,15.2,15.19,27.5,55.8,9.4,0.929,1022,3.02,1.8,62.7,21,1.22,221,221,167,127,127,127,15.6,57,15,12,27,21.5,19.8,130.9,147,147,156,-9,40,29,28,38,29,28,38,4.8,239,199,239,199,54.6,43.7,54,53,53,52,132,94,49,55,99,75,145,116,1,4,1,0,0,0,3,0,0,0,2,1,6,2,3,1,34,20,3,7,10,7,3,77,29,21,22,20,-8,3.7,19,6,1,2,1,1107,797,786,579,556,436,50.2,34.2,157,105,52,31,53,33,71,62,124,95,532,470,427,543,205,94,56,53,1.6,1.3,3,2722.23,301,9.2,110.7,39.4,0.58,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1995,7,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",925000,"97-04-15","Kaunianen","INT","FIN","FIN",71,175,2010,2,47,"L","Kossila","Kalle","LW/C",1,0,0,0,0,0,0,-0.1,0,11,414,6.9,6.9,6.9,13.6,0,0,1,1000,0,0,0,0,0,2,2,1,1,1,1,0.1,0,0,0,0,47,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,4,3,4,42.9,100,0,0,3,1,0,3,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,4,2,2,2,0.3,0.1,0,0,0,0,0,0,0,0,0,0,3,4,7,2,0,0,0,0,0,0,0,43.75,1,0,78.3,0.3,0.32,"test",TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1997,4,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"752",5500000,"96-11-24","Stockholm","INT","SWE","SWE",73,215,2011,1,2,"L","Landeskog","Gabriel","LW",72,18,15,7,8,33,-25,1.2,62,1729,81136,1345.1,18.78,18.75,31.4,68.8,7.1,0.884,955,2.14,3.35,39,-27,-1.2,266,265,221,169,169,169,15.2,52,8,11,19,30.1,26.3,206.8,143,143,87,56,52,36,65,41,36,65,41,3.6,62,63,62,63,49.6,9,0,4,6,8,56,51,20,19,26,24,37,41,1,6,2,2,0,1,0,2,2,1,3,1,9,1,2,9,40,18,5,11,14,9,4,108,25,22,25,17,-3,-6.2,21,4,0,0,0,1297,1126,956,879,677,649,57.5,54,184,180,48,75,44,43,46,38,90,81,728,659,395,316,154,176,77,88,1.9,0.8,2.7,2933.83,250,9.9,108.1,35.9,0.5,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1996,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"753",925000,"97-02-09","Anaheim","CA","USA","USA",66,180,2011,2,33,"R","Grimaldi","Rocco","C",4,0,1,1,0,1,-3,0,2,57,2640,44,11,11,22.5,100,4.2,0.857,899,1.36,5.45,20,-3,-4.09,18,18,13,11,11,11,1.4,7,2,1,3,20.3,19.8,40,1,1,0,1,2,0,3,4,0,3,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,5,1,3,1,2,2,0,1,0,0,0,0,42,53,31,39,24,28,2.2,2.2,10,7,1,4,2,1,2,0,4,1,19,27,15,6,4,6,2,4,0,-0.1,-0.1,151.61,7,4,129.5,0.8,0.19,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"754",575000,"91-09-29","Rome","NY","USA","USA",77,228,2006,3,85,"L","Sestito","Tom","LW",13,0,2,1,1,2,0,-1.5,48,126,4315,71.9,5.53,5.53,12.2,66.7,16.7,0.909,1076,2.5,2.5,50,0,0,6,6,3,3,3,3,0.2,1,0,0,0,35,34.4,12.7,19,19,8,11,0,2,0,2,2,0,2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,7,1,-8,-6,4,4,0,1,1,38,61,27,45,18,33,1.4,2.3,4,8,3,3,1,1,0,0,1,1,34,41,60,35,5,4,12,6,0,0,0.1,518.77,73,4.8,82.6,-0.5,-0.04,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1991,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"755",8e+05,"94-10-02","Montreal","QC","CAN","CAN",76,208,2009,2,38,"R","Chiasson","Alex","RW",81,12,12,5,7,24,-6,4.2,46,1501,65069,1084.3,13.38,13.39,24.5,64.9,7.3,0.905,978,2.05,2.43,45.7,-7,-0.39,165,165,131,104,104,104,10.8,41,11,11,22,30.4,27,108.1,74,74,93,-19,27,22,32,18,22,32,18,2,7,22,7,22,24.1,2.9,2,2,3,2,2,18,3,10,2,5,4,13,0,3,1,0,0,0,1,1,0,1,3,0,6,0,1,2,24,9,1,13,8,14,1,58,16,9,15,8,-7,-2.5,13,2,0,0,1,953,889,708,664,504,461,42.5,42.4,136,134,37,44,26,28,51,50,77,78,498,516,311,307,198,135,65,66,0.8,1.1,1.9,3341.73,140,8.2,101.9,26.1,0.32,"test",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",3500000,"93-12-21","Toronto","ON","CAN","CAN",74,195,2010,2,47,"R","Tanev","Chris","D",53,2,8,3,5,10,3,-5.8,14,1435,64697,1072.8,20.35,20.31,35.3,29.4,8.8,0.918,1005,1.9,2.57,42.5,-12,-0.67,92,92,63,39,39,39,1.8,1,0,4,4,55.5,48.1,85.5,19,19,123,-104,24,25,15,91,25,15,91,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,4,18,2,1,9,1,0,0,26,7,6,7,6,-1,4.7,7,0,0,0,0,738,1033,531,775,388,559,29.5,50.7,84,166,34,46,19,29,37,43,56,72,588,584,285,393,126,129,34,46,0,3.1,3.1,1970.03,124,4.9,99.1,9.7,0.18,"test",TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,12,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",832500,"99-08-04","Langley","BC","CAN","CAN",74,195,2013,1,26,"L","Theodore","Shea","D",34,2,7,6,1,9,-6,-2.4,28,738,35319,585.7,17.32,17.29,29.7,32.1,8.5,0.899,984,2.87,2.97,49.1,-1,-0.1,126,126,89,60,60,60,3.6,8,3,7,10,42.1,41.5,118.2,14,14,23,-9,29,30,4,30,30,4,30,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,27,1,0,11,3,0,1,44,14,4,13,4,-10,-1.7,14,0,0,0,0,600,505,463,396,330,287,29.9,26.1,95,86,28,29,30,16,28,29,58,45,294,253,266,207,101,46,54,39,0.5,0.9,1.4,1383.44,72,1.3,113.2,9.8,0.29,"test",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",742500,"00-01-22","Stockholm","INT","SWE","SWE",75,189,2014,2,40,"L","Englund","Andreas","D",5,0,0,0,0,0,-3,-1.6,2,85,3189,53.2,10.58,10.62,23.7,0,6.3,0.84,903,1.13,4.51,20,-3,-3.38,7,7,6,3,3,3,0.4,2,0,1,1,28.7,37,0,18,18,3,15,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,1,0,-1,-0.7,1,0,0,0,0,38,51,28,39,16,25,2.1,3,10,12,1,4,1,3,4,1,5,4,17,24,36,15,9,3,5,4,-0.1,-0.1,-0.2,171.26,20,18,100.4,-1,-0.2,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"759",1250000,"90-08-07","Trenton","MI","USA","USA",71,188,2006,7,211,"R","Condra","Erik","RW",13,0,0,0,0,0,-4,-0.8,4,174,7519,124,9.63,9.6,18.8,0,3.7,0.923,960,0.97,2.42,28.6,-3,-1.45,15,15,11,8,8,8,0.8,3,1,1,2,30.3,29.1,0,5,5,21,-16,3,2,3,7,2,3,7,5.9,1,0,1,0,100,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,5,2,3,2,2,1,1,2,0,0,0,0,108,119,78,93,54,65,4.2,4.8,11,13,2,5,5,6,4,8,9,14,59,64,36,68,24,8,10,13,-0.4,0,-0.4,535.45,16,4,109.8,0.1,0,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1990,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"760",9e+05,"95-08-21","Tampere","INT","FIN","FIN",75,215,2011,7,195,"L","Jokipakka","Jyrki","D",41,1,5,1,4,6,-4,-4.4,12,818,35507,591.2,14.42,14.42,27.5,33.3,6.8,0.927,996,1.83,2.23,45,-4,-0.41,60,60,39,29,29,29,1.2,0,0,3,3,50,41.8,25.5,31,31,68,-37,10,25,6,32,25,6,32,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,14,2,0,0,13,6,6,6,5,0,2.9,6,0,0,0,0,476,571,355,433,263,302,20.3,27.5,62,90,18,22,10,27,24,26,34,53,253,278,247,230,95,77,46,35,0,1,1.1,1559.37,75,6.2,106.3,2.5,0.06,"test",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,8,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"761",5750000,"88-11-06","Nordingra","INT","SWE","SWE",70,180,2003,8,239,"L","Enstrom","Tobias","D",60,1,13,7,6,14,-7,4.3,42,1645,78856,1309.9,21.9,21.88,38.4,25,9.7,0.89,987,2.57,3.53,42.1,-21,-0.96,111,111,66,46,46,46,2.3,4,4,4,8,52.1,46.6,104.2,24,24,83,-59,20,33,8,94,33,8,94,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,1,0,24,2,0,0,19,21,11,21,10,-10,-0.8,21,0,0,0,0,1018,1252,774,938,579,699,51.1,63.6,174,201,56,77,34,49,66,58,100,107,670,739,414,376,190,148,96,74,0,1.3,1.3,2105.64,160,1.5,104,12.2,0.2,"test",FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"762",742500,"00-08-13","Orsk","INT","RUS","RUS",74,194,2014,2,42,"L","Kamenev","Vladislav","LW/C",2,0,0,0,0,0,-1,-0.6,2,27,1207,20.1,10.07,10.06,19.5,0,0,0.909,909,0,2.98,0,-1,-2.98,3,3,2,1,1,1,0,0,0,0,0,64,60.8,0,1,1,2,-1,1,0,0,1,0,0,1,5.9,6,7,6,7,46.2,86.7,0,3,4,2,2,2,0,0,6,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,1,0,0,0,0,15,17,10,13,7,11,0.3,0.6,0,2,0,1,1,0,0,0,1,0,7,8,6,10,1,2,3,0,-0.1,0,-0.1,83.24,4,1,95.4,-0.4,-0.22,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2000,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
